,Label,"Bronx County, New York","Kings County, New York","New York County, New York","Queens County, New York","Richmond County, New York",race,year
2331,"Installation, maintenance, and repair occupations_Female",68.0,0,61.0,0,,Some Other Race Alone,2011
2333,Production occupations_Female,3017.0,2119,1927.0,2169,,Some Other Race Alone,2011
2334,Transportation occupations_Female,1362.0,674,0.0,420,,Some Other Race Alone,2011
2335,Material moving occupations_Female,1343.0,1098,601.0,1538,,Some Other Race Alone,2011
2340,Management occupations_Male,5734.0,2290,2604.0,3069,,Some Other Race Alone,2012
2341,Business and financial operations occupations_Male,1641.0,969,472.0,1372,,Some Other Race Alone,2012
2343,Computer and mathematical occupations_Male,1240.0,365,258.0,583,,Some Other Race Alone,2012
2344,Architecture and engineering occupations_Male,303.0,160,0.0,162,,Some Other Race Alone,2012
2345,"Life, physical, and social science occupations_Male",257.0,158,45.0,46,,Some Other Race Alone,2012
2347,Community and social service occupations_Male,1123.0,454,188.0,322,,Some Other Race Alone,2012
2348,Legal occupations_Male,193.0,374,296.0,376,,Some Other Race Alone,2012
2349,"Education, training, and library occupations_Male",1286.0,1179,998.0,585,,Some Other Race Alone,2012
2350,"Arts, design, entertainment, sports, and media occupations_Male",1904.0,845,165.0,1402,,Some Other Race Alone,2012
2352,Health diagnosing and treating practitioners and other technical occupations_Male,299.0,227,95.0,664,,Some Other Race Alone,2012
2353,Health technologists and technicians_Male,196.0,352,0.0,402,,Some Other Race Alone,2012
2355,Healthcare support occupations_Male,1153.0,702,39.0,447,,Some Other Race Alone,2012
2357,"Fire fighting and prevention, and other protective service workers including supervisors_Male",2822.0,1070,744.0,2185,,Some Other Race Alone,2012
2358,Law enforcement workers including supervisors_Male,501.0,1131,131.0,683,,Some Other Race Alone,2012
2359,Food preparation and serving related occupations_Male,16159.0,7561,6161.0,9427,,Some Other Race Alone,2012
2360,Building and grounds cleaning and maintenance occupations_Male,13826.0,5302,3837.0,6269,,Some Other Race Alone,2012
2361,Personal care and service occupations_Male,2242.0,1248,1808.0,2581,,Some Other Race Alone,2012
2363,Sales and related occupations_Male,7872.0,4904,4164.0,6419,,Some Other Race Alone,2012
2364,Office and administrative support occupations_Male,9443.0,3937,3835.0,7072,,Some Other Race Alone,2012
2366,"Farming, fishing, and forestry occupations_Male",48.0,0,0.0,597,,Some Other Race Alone,2012
2367,Construction and extraction occupations_Male,9791.0,7494,2507.0,14250,,Some Other Race Alone,2012
2368,"Installation, maintenance, and repair occupations_Male",3799.0,2439,1557.0,3431,,Some Other Race Alone,2012
2370,Production occupations_Male,5777.0,4449,2611.0,4616,,Some Other Race Alone,2012
2371,Transportation occupations_Male,13522.0,5055,3932.0,9811,,Some Other Race Alone,2012
2372,Material moving occupations_Male,5535.0,1649,1852.0,3548,,Some Other Race Alone,2012
2376,Management occupations_Female,3574.0,1533,2903.0,1664,,Some Other Race Alone,2012
2377,Business and financial operations occupations_Female,2663.0,621,934.0,1966,,Some Other Race Alone,2012
2379,Computer and mathematical occupations_Female,224.0,51,297.0,163,,Some Other Race Alone,2012
2380,Architecture and engineering occupations_Female,26.0,93,0.0,338,,Some Other Race Alone,2012
2381,"Life, physical, and social science occupations_Female",318.0,84,70.0,130,,Some Other Race Alone,2012
2383,Community and social service occupations_Female,2793.0,1283,606.0,1404,,Some Other Race Alone,2012
2384,Legal occupations_Female,298.0,463,729.0,431,,Some Other Race Alone,2012
2385,"Education, training, and library occupations_Female",7286.0,2756,2806.0,2911,,Some Other Race Alone,2012
2386,"Arts, design, entertainment, sports, and media occupations_Female",858.0,391,1181.0,166,,Some Other Race Alone,2012
2388,Health diagnosing and treating practitioners and other technical occupations_Female,950.0,733,1082.0,1256,,Some Other Race Alone,2012
2389,Health technologists and technicians_Female,693.0,331,309.0,1103,,Some Other Race Alone,2012
2391,Healthcare support occupations_Female,13066.0,4915,6807.0,4607,,Some Other Race Alone,2012
2393,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1579.0,430,366.0,191,,Some Other Race Alone,2012
2394,Law enforcement workers including supervisors_Female,1059.0,233,139.0,499,,Some Other Race Alone,2012
2395,Food preparation and serving related occupations_Female,6307.0,1624,2863.0,3250,,Some Other Race Alone,2012
2396,Building and grounds cleaning and maintenance occupations_Female,7979.0,4726,1914.0,8551,,Some Other Race Alone,2012
2397,Personal care and service occupations_Female,14362.0,3521,3981.0,5963,,Some Other Race Alone,2012
2399,Sales and related occupations_Female,13990.0,5113,5610.0,5822,,Some Other Race Alone,2012
2400,Office and administrative support occupations_Female,15929.0,6074,6088.0,14664,,Some Other Race Alone,2012
2402,"Farming, fishing, and forestry occupations_Female",0.0,0,132.0,0,,Some Other Race Alone,2012
2403,Construction and extraction occupations_Female,57.0,0,44.0,518,,Some Other Race Alone,2012
2404,"Installation, maintenance, and repair occupations_Female",436.0,132,0.0,92,,Some Other Race Alone,2012
2406,Production occupations_Female,3855.0,2157,2299.0,3004,,Some Other Race Alone,2012
2407,Transportation occupations_Female,1340.0,219,145.0,890,,Some Other Race Alone,2012
2408,Material moving occupations_Female,1929.0,817,649.0,924,,Some Other Race Alone,2012
2413,Management occupations_Male,4291.0,2112,2393.0,3849,,Some Other Race Alone,2013
2414,Business and financial operations occupations_Male,1933.0,356,300.0,1175,,Some Other Race Alone,2013
2416,Computer and mathematical occupations_Male,922.0,296,335.0,1209,,Some Other Race Alone,2013
2417,Architecture and engineering occupations_Male,397.0,138,0.0,217,,Some Other Race Alone,2013
2418,"Life, physical, and social science occupations_Male",253.0,0,0.0,36,,Some Other Race Alone,2013
2420,Community and social service occupations_Male,1613.0,571,804.0,291,,Some Other Race Alone,2013
2421,Legal occupations_Male,161.0,230,377.0,30,,Some Other Race Alone,2013
2422,"Education, training, and library occupations_Male",1874.0,846,1155.0,666,,Some Other Race Alone,2013
2423,"Arts, design, entertainment, sports, and media occupations_Male",1668.0,772,1587.0,309,,Some Other Race Alone,2013
2425,Health diagnosing and treating practitioners and other technical occupations_Male,787.0,502,133.0,209,,Some Other Race Alone,2013
2426,Health technologists and technicians_Male,751.0,169,382.0,402,,Some Other Race Alone,2013
2428,Healthcare support occupations_Male,1379.0,498,300.0,737,,Some Other Race Alone,2013
2430,"Fire fighting and prevention, and other protective service workers including supervisors_Male",2261.0,1217,1616.0,780,,Some Other Race Alone,2013
2431,Law enforcement workers including supervisors_Male,795.0,497,169.0,358,,Some Other Race Alone,2013
2432,Food preparation and serving related occupations_Male,14029.0,9990,7137.0,9367,,Some Other Race Alone,2013
2433,Building and grounds cleaning and maintenance occupations_Male,12276.0,5932,4543.0,6784,,Some Other Race Alone,2013
2434,Personal care and service occupations_Male,3516.0,1249,1058.0,1778,,Some Other Race Alone,2013
2436,Sales and related occupations_Male,8682.0,2420,5651.0,6593,,Some Other Race Alone,2013
2437,Office and administrative support occupations_Male,10216.0,4555,3658.0,6405,,Some Other Race Alone,2013
2439,"Farming, fishing, and forestry occupations_Male",0.0,0,0.0,0,,Some Other Race Alone,2013
2440,Construction and extraction occupations_Male,10974.0,10110,3689.0,12386,,Some Other Race Alone,2013
2441,"Installation, maintenance, and repair occupations_Male",5644.0,2625,1331.0,5600,,Some Other Race Alone,2013
2443,Production occupations_Male,4884.0,3781,1883.0,3590,,Some Other Race Alone,2013
2444,Transportation occupations_Male,9888.0,4938,5597.0,6073,,Some Other Race Alone,2013
2445,Material moving occupations_Male,7043.0,2405,622.0,2773,,Some Other Race Alone,2013
2449,Management occupations_Female,2802.0,1919,1343.0,2719,,Some Other Race Alone,2013
2450,Business and financial operations occupations_Female,1918.0,1594,907.0,2362,,Some Other Race Alone,2013
2452,Computer and mathematical occupations_Female,269.0,190,430.0,196,,Some Other Race Alone,2013
2453,Architecture and engineering occupations_Female,138.0,44,177.0,69,,Some Other Race Alone,2013
2454,"Life, physical, and social science occupations_Female",153.0,44,44.0,199,,Some Other Race Alone,2013
2456,Community and social service occupations_Female,2297.0,875,867.0,514,,Some Other Race Alone,2013
2457,Legal occupations_Female,456.0,212,100.0,421,,Some Other Race Alone,2013
2458,"Education, training, and library occupations_Female",7119.0,1864,4202.0,2712,,Some Other Race Alone,2013
2459,"Arts, design, entertainment, sports, and media occupations_Female",438.0,539,1430.0,584,,Some Other Race Alone,2013
2461,Health diagnosing and treating practitioners and other technical occupations_Female,389.0,815,228.0,1374,,Some Other Race Alone,2013
2462,Health technologists and technicians_Female,1482.0,629,378.0,553,,Some Other Race Alone,2013
2464,Healthcare support occupations_Female,14716.0,3908,4016.0,5609,,Some Other Race Alone,2013
2466,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1177.0,424,306.0,130,,Some Other Race Alone,2013
2467,Law enforcement workers including supervisors_Female,285.0,207,128.0,605,,Some Other Race Alone,2013
2468,Food preparation and serving related occupations_Female,7295.0,2327,3387.0,2531,,Some Other Race Alone,2013
2469,Building and grounds cleaning and maintenance occupations_Female,9255.0,6182,2712.0,6553,,Some Other Race Alone,2013
2470,Personal care and service occupations_Female,13119.0,4838,4408.0,4243,,Some Other Race Alone,2013
2472,Sales and related occupations_Female,12314.0,3867,5191.0,7435,,Some Other Race Alone,2013
2473,Office and administrative support occupations_Female,17776.0,5907,7130.0,8439,,Some Other Race Alone,2013
2475,"Farming, fishing, and forestry occupations_Female",0.0,0,0.0,0,,Some Other Race Alone,2013
2476,Construction and extraction occupations_Female,488.0,0,237.0,155,,Some Other Race Alone,2013
2477,"Installation, maintenance, and repair occupations_Female",453.0,33,151.0,61,,Some Other Race Alone,2013
2479,Production occupations_Female,3337.0,2068,948.0,3232,,Some Other Race Alone,2013
2480,Transportation occupations_Female,1621.0,478,416.0,637,,Some Other Race Alone,2013
2481,Material moving occupations_Female,1245.0,804,577.0,498,,Some Other Race Alone,2013
2486,Management occupations_Male,4870.0,3621,2548.0,4524,,Some Other Race Alone,2014
2487,Business and financial operations occupations_Male,1840.0,1408,1079.0,976,,Some Other Race Alone,2014
2489,Computer and mathematical occupations_Male,1030.0,296,960.0,916,,Some Other Race Alone,2014
2490,Architecture and engineering occupations_Male,177.0,344,619.0,506,,Some Other Race Alone,2014
2491,"Life, physical, and social science occupations_Male",100.0,345,0.0,135,,Some Other Race Alone,2014
2493,Community and social service occupations_Male,1136.0,581,642.0,841,,Some Other Race Alone,2014
2494,Legal occupations_Male,237.0,54,239.0,684,,Some Other Race Alone,2014
2495,"Education, training, and library occupations_Male",938.0,1042,788.0,1005,,Some Other Race Alone,2014
2496,"Arts, design, entertainment, sports, and media occupations_Male",1153.0,1788,1985.0,1419,,Some Other Race Alone,2014
2498,Health diagnosing and treating practitioners and other technical occupations_Male,277.0,401,596.0,277,,Some Other Race Alone,2014
2499,Health technologists and technicians_Male,754.0,103,87.0,711,,Some Other Race Alone,2014
2501,Healthcare support occupations_Male,844.0,285,160.0,307,,Some Other Race Alone,2014
2503,"Fire fighting and prevention, and other protective service workers including supervisors_Male",3234.0,1846,1080.0,1979,,Some Other Race Alone,2014
2504,Law enforcement workers including supervisors_Male,1099.0,523,175.0,777,,Some Other Race Alone,2014
2505,Food preparation and serving related occupations_Male,17435.0,8374,6564.0,12937,,Some Other Race Alone,2014
2506,Building and grounds cleaning and maintenance occupations_Male,11949.0,3873,5921.0,7475,,Some Other Race Alone,2014
2507,Personal care and service occupations_Male,3768.0,1540,1365.0,2250,,Some Other Race Alone,2014
2509,Sales and related occupations_Male,7193.0,5092,5431.0,6327,,Some Other Race Alone,2014
2510,Office and administrative support occupations_Male,8686.0,4908,3209.0,6710,,Some Other Race Alone,2014
2512,"Farming, fishing, and forestry occupations_Male",0.0,0,111.0,0,,Some Other Race Alone,2014
2513,Construction and extraction occupations_Male,15650.0,11112,5677.0,13098,,Some Other Race Alone,2014
2514,"Installation, maintenance, and repair occupations_Male",6231.0,1864,1131.0,5005,,Some Other Race Alone,2014
2516,Production occupations_Male,6705.0,3416,2192.0,3340,,Some Other Race Alone,2014
2517,Transportation occupations_Male,15757.0,5899,3458.0,7789,,Some Other Race Alone,2014
2518,Material moving occupations_Male,2480.0,2821,1638.0,1751,,Some Other Race Alone,2014
2522,Management occupations_Female,4925.0,2103,2156.0,2268,,Some Other Race Alone,2014
2523,Business and financial operations occupations_Female,1761.0,501,1321.0,1717,,Some Other Race Alone,2014
2525,Computer and mathematical occupations_Female,194.0,344,293.0,200,,Some Other Race Alone,2014
2526,Architecture and engineering occupations_Female,0.0,132,0.0,0,,Some Other Race Alone,2014
2527,"Life, physical, and social science occupations_Female",286.0,161,143.0,70,,Some Other Race Alone,2014
2529,Community and social service occupations_Female,2634.0,1346,1198.0,955,,Some Other Race Alone,2014
2530,Legal occupations_Female,1031.0,423,789.0,462,,Some Other Race Alone,2014
2531,"Education, training, and library occupations_Female",8105.0,2785,3395.0,2435,,Some Other Race Alone,2014
2532,"Arts, design, entertainment, sports, and media occupations_Female",527.0,868,741.0,994,,Some Other Race Alone,2014
2534,Health diagnosing and treating practitioners and other technical occupations_Female,1005.0,601,450.0,1402,,Some Other Race Alone,2014
2535,Health technologists and technicians_Female,2616.0,699,357.0,1070,,Some Other Race Alone,2014
2537,Healthcare support occupations_Female,16829.0,4604,6656.0,5678,,Some Other Race Alone,2014
2539,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1051.0,547,640.0,94,,Some Other Race Alone,2014
2540,Law enforcement workers including supervisors_Female,556.0,72,0.0,250,,Some Other Race Alone,2014
2541,Food preparation and serving related occupations_Female,9222.0,2601,4073.0,4038,,Some Other Race Alone,2014
2542,Building and grounds cleaning and maintenance occupations_Female,9673.0,6905,3950.0,7618,,Some Other Race Alone,2014
2543,Personal care and service occupations_Female,14583.0,3462,3652.0,6108,,Some Other Race Alone,2014
2545,Sales and related occupations_Female,12904.0,5366,3740.0,6149,,Some Other Race Alone,2014
2546,Office and administrative support occupations_Female,16312.0,4516,6245.0,11124,,Some Other Race Alone,2014
2548,"Farming, fishing, and forestry occupations_Female",0.0,200,0.0,57,,Some Other Race Alone,2014
2549,Construction and extraction occupations_Female,139.0,300,157.0,518,,Some Other Race Alone,2014
2550,"Installation, maintenance, and repair occupations_Female",105.0,0,0.0,124,,Some Other Race Alone,2014
2552,Production occupations_Female,2767.0,2687,1018.0,3095,,Some Other Race Alone,2014
2553,Transportation occupations_Female,1685.0,583,191.0,770,,Some Other Race Alone,2014
2554,Material moving occupations_Female,856.0,791,575.0,658,,Some Other Race Alone,2014
2559,Management occupations_Male,5546.0,3897,4944.0,4935,,Some Other Race Alone,2015
2560,Business and financial operations occupations_Male,1651.0,1369,837.0,1484,,Some Other Race Alone,2015
2562,Computer and mathematical occupations_Male,1713.0,803,792.0,1057,,Some Other Race Alone,2015
2563,Architecture and engineering occupations_Male,381.0,120,514.0,559,,Some Other Race Alone,2015
2564,"Life, physical, and social science occupations_Male",0.0,101,96.0,211,,Some Other Race Alone,2015
2566,Community and social service occupations_Male,1687.0,733,580.0,418,,Some Other Race Alone,2015
2567,Legal occupations_Male,205.0,669,0.0,210,,Some Other Race Alone,2015
2568,"Education, training, and library occupations_Male",2238.0,917,483.0,1047,,Some Other Race Alone,2015
2569,"Arts, design, entertainment, sports, and media occupations_Male",1484.0,586,821.0,1478,,Some Other Race Alone,2015
2571,Health diagnosing and treating practitioners and other technical occupations_Male,178.0,441,443.0,479,,Some Other Race Alone,2015
2572,Health technologists and technicians_Male,817.0,326,0.0,427,,Some Other Race Alone,2015
2574,Healthcare support occupations_Male,225.0,518,0.0,783,,Some Other Race Alone,2015
2576,"Fire fighting and prevention, and other protective service workers including supervisors_Male",3430.0,1307,1569.0,1448,,Some Other Race Alone,2015
2577,Law enforcement workers including supervisors_Male,1152.0,497,669.0,1265,,Some Other Race Alone,2015
2578,Food preparation and serving related occupations_Male,18135.0,9132,9397.0,11417,,Some Other Race Alone,2015
2579,Building and grounds cleaning and maintenance occupations_Male,13535.0,4025,4492.0,7883,,Some Other Race Alone,2015
2580,Personal care and service occupations_Male,3662.0,1284,1440.0,1545,,Some Other Race Alone,2015
2582,Sales and related occupations_Male,10048.0,3726,4449.0,6472,,Some Other Race Alone,2015
2583,Office and administrative support occupations_Male,9501.0,4503,2853.0,6722,,Some Other Race Alone,2015
2585,"Farming, fishing, and forestry occupations_Male",597.0,214,0.0,0,,Some Other Race Alone,2015
2586,Construction and extraction occupations_Male,13662.0,9887,3913.0,17603,,Some Other Race Alone,2015
2587,"Installation, maintenance, and repair occupations_Male",5467.0,1811,2053.0,4299,,Some Other Race Alone,2015
2589,Production occupations_Male,4593.0,2905,2512.0,5395,,Some Other Race Alone,2015
2590,Transportation occupations_Male,13969.0,4497,5830.0,9237,,Some Other Race Alone,2015
2591,Material moving occupations_Male,3299.0,2433,2051.0,3213,,Some Other Race Alone,2015
2595,Management occupations_Female,4890.0,1681,2246.0,2214,,Some Other Race Alone,2015
2596,Business and financial operations occupations_Female,2083.0,1265,589.0,2500,,Some Other Race Alone,2015
2598,Computer and mathematical occupations_Female,336.0,582,124.0,528,,Some Other Race Alone,2015
2599,Architecture and engineering occupations_Female,90.0,46,0.0,209,,Some Other Race Alone,2015
2600,"Life, physical, and social science occupations_Female",356.0,0,140.0,382,,Some Other Race Alone,2015
2602,Community and social service occupations_Female,2365.0,806,1088.0,803,,Some Other Race Alone,2015
2603,Legal occupations_Female,764.0,564,248.0,1348,,Some Other Race Alone,2015
2604,"Education, training, and library occupations_Female",8502.0,2996,1421.0,3765,,Some Other Race Alone,2015
2605,"Arts, design, entertainment, sports, and media occupations_Female",760.0,1737,517.0,2001,,Some Other Race Alone,2015
2607,Health diagnosing and treating practitioners and other technical occupations_Female,1743.0,488,712.0,1238,,Some Other Race Alone,2015
2608,Health technologists and technicians_Female,1926.0,733,1142.0,1483,,Some Other Race Alone,2015
2610,Healthcare support occupations_Female,15865.0,5626,6350.0,6869,,Some Other Race Alone,2015
2612,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1087.0,722,0.0,656,,Some Other Race Alone,2015
2613,Law enforcement workers including supervisors_Female,221.0,304,193.0,655,,Some Other Race Alone,2015
2614,Food preparation and serving related occupations_Female,6490.0,2448,4290.0,4460,,Some Other Race Alone,2015
2615,Building and grounds cleaning and maintenance occupations_Female,9852.0,4756,3883.0,8218,,Some Other Race Alone,2015
2616,Personal care and service occupations_Female,15064.0,4661,4754.0,7848,,Some Other Race Alone,2015
2618,Sales and related occupations_Female,13795.0,5454,3575.0,6447,,Some Other Race Alone,2015
2619,Office and administrative support occupations_Female,20626.0,6014,5609.0,12433,,Some Other Race Alone,2015
2621,"Farming, fishing, and forestry occupations_Female",243.0,0,31.0,0,,Some Other Race Alone,2015
2622,Construction and extraction occupations_Female,489.0,358,0.0,149,,Some Other Race Alone,2015
2623,"Installation, maintenance, and repair occupations_Female",290.0,0,0.0,0,,Some Other Race Alone,2015
2625,Production occupations_Female,3516.0,1727,1664.0,1438,,Some Other Race Alone,2015
2626,Transportation occupations_Female,1269.0,707,236.0,1430,,Some Other Race Alone,2015
2627,Material moving occupations_Female,1052.0,1155,197.0,539,,Some Other Race Alone,2015
2632,Management occupations_Male,5679.0,2254,4428.0,4959,,Some Other Race Alone,2016
2633,Business and financial operations occupations_Male,2039.0,995,1427.0,2349,,Some Other Race Alone,2016
2635,Computer and mathematical occupations_Male,633.0,581,871.0,1940,,Some Other Race Alone,2016
2636,Architecture and engineering occupations_Male,380.0,121,377.0,668,,Some Other Race Alone,2016
2637,"Life, physical, and social science occupations_Male",0.0,27,79.0,34,,Some Other Race Alone,2016
2639,Community and social service occupations_Male,878.0,572,330.0,218,,Some Other Race Alone,2016
2640,Legal occupations_Male,41.0,45,114.0,185,,Some Other Race Alone,2016
2641,"Education, training, and library occupations_Male",1937.0,770,640.0,1459,,Some Other Race Alone,2016
2642,"Arts, design, entertainment, sports, and media occupations_Male",1249.0,1597,1359.0,595,,Some Other Race Alone,2016
2644,Health diagnosing and treating practitioners and other technical occupations_Male,681.0,127,385.0,547,,Some Other Race Alone,2016
2645,Health technologists and technicians_Male,1144.0,393,219.0,688,,Some Other Race Alone,2016
2647,Healthcare support occupations_Male,1144.0,259,584.0,339,,Some Other Race Alone,2016
2649,"Fire fighting and prevention, and other protective service workers including supervisors_Male",3726.0,1503,550.0,1594,,Some Other Race Alone,2016
2650,Law enforcement workers including supervisors_Male,472.0,137,259.0,510,,Some Other Race Alone,2016
2651,Food preparation and serving related occupations_Male,16124.0,7213,6152.0,12743,,Some Other Race Alone,2016
2652,Building and grounds cleaning and maintenance occupations_Male,13527.0,4484,4307.0,5747,,Some Other Race Alone,2016
2653,Personal care and service occupations_Male,3281.0,1638,1456.0,1815,,Some Other Race Alone,2016
2655,Sales and related occupations_Male,7622.0,3960,3328.0,7550,,Some Other Race Alone,2016
2656,Office and administrative support occupations_Male,9187.0,4266,3203.0,6739,,Some Other Race Alone,2016
2658,"Farming, fishing, and forestry occupations_Male",44.0,62,0.0,51,,Some Other Race Alone,2016
2659,Construction and extraction occupations_Male,11116.0,12612,2605.0,15939,,Some Other Race Alone,2016
2660,"Installation, maintenance, and repair occupations_Male",6674.0,3103,1998.0,5223,,Some Other Race Alone,2016
2662,Production occupations_Male,5095.0,4161,1773.0,5583,,Some Other Race Alone,2016
2663,Transportation occupations_Male,15889.0,4651,4088.0,9620,,Some Other Race Alone,2016
2664,Material moving occupations_Male,3447.0,3058,786.0,3251,,Some Other Race Alone,2016
2668,Management occupations_Female,4175.0,2265,1438.0,2894,,Some Other Race Alone,2016
2669,Business and financial operations occupations_Female,1707.0,592,1650.0,1864,,Some Other Race Alone,2016
2671,Computer and mathematical occupations_Female,185.0,257,117.0,444,,Some Other Race Alone,2016
2672,Architecture and engineering occupations_Female,170.0,0,0.0,0,,Some Other Race Alone,2016
2673,"Life, physical, and social science occupations_Female",56.0,25,39.0,138,,Some Other Race Alone,2016
2675,Community and social service occupations_Female,2076.0,1091,1592.0,833,,Some Other Race Alone,2016
2676,Legal occupations_Female,863.0,154,481.0,1201,,Some Other Race Alone,2016
2677,"Education, training, and library occupations_Female",7659.0,2071,1726.0,3396,,Some Other Race Alone,2016
2678,"Arts, design, entertainment, sports, and media occupations_Female",540.0,1419,1061.0,916,,Some Other Race Alone,2016
2680,Health diagnosing and treating practitioners and other technical occupations_Female,1274.0,475,1073.0,1722,,Some Other Race Alone,2016
2681,Health technologists and technicians_Female,1831.0,816,538.0,967,,Some Other Race Alone,2016
2683,Healthcare support occupations_Female,17415.0,5591,3066.0,6054,,Some Other Race Alone,2016
2685,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1645.0,394,128.0,494,,Some Other Race Alone,2016
2686,Law enforcement workers including supervisors_Female,780.0,200,304.0,285,,Some Other Race Alone,2016
2687,Food preparation and serving related occupations_Female,7912.0,3141,3467.0,4733,,Some Other Race Alone,2016
2688,Building and grounds cleaning and maintenance occupations_Female,8098.0,5852,3059.0,8197,,Some Other Race Alone,2016
2689,Personal care and service occupations_Female,17383.0,4250,4540.0,8264,,Some Other Race Alone,2016
2691,Sales and related occupations_Female,12479.0,5380,4321.0,7669,,Some Other Race Alone,2016
2692,Office and administrative support occupations_Female,16971.0,7943,6212.0,13504,,Some Other Race Alone,2016
2694,"Farming, fishing, and forestry occupations_Female",0.0,0,0.0,77,,Some Other Race Alone,2016
2695,Construction and extraction occupations_Female,567.0,83,0.0,378,,Some Other Race Alone,2016
2696,"Installation, maintenance, and repair occupations_Female",113.0,195,171.0,0,,Some Other Race Alone,2016
2698,Production occupations_Female,2823.0,902,1305.0,2688,,Some Other Race Alone,2016
2699,Transportation occupations_Female,1996.0,170,423.0,854,,Some Other Race Alone,2016
2700,Material moving occupations_Female,793.0,300,86.0,891,,Some Other Race Alone,2016
2705,Management occupations_Male,5023.0,2118,2630.0,6050,,Some Other Race Alone,2017
2706,Business and financial operations occupations_Male,1445.0,1111,371.0,1626,,Some Other Race Alone,2017
2708,Computer and mathematical occupations_Male,1023.0,768,1001.0,1994,,Some Other Race Alone,2017
2709,Architecture and engineering occupations_Male,864.0,182,168.0,293,,Some Other Race Alone,2017
2710,"Life, physical, and social science occupations_Male",86.0,0,0.0,59,,Some Other Race Alone,2017
2712,Community and social service occupations_Male,435.0,770,522.0,642,,Some Other Race Alone,2017
2713,Legal occupations_Male,208.0,340,182.0,56,,Some Other Race Alone,2017
2714,"Education, training, and library occupations_Male",2438.0,1073,229.0,1062,,Some Other Race Alone,2017
2715,"Arts, design, entertainment, sports, and media occupations_Male",946.0,1577,1208.0,1149,,Some Other Race Alone,2017
2717,Health diagnosing and treating practitioners and other technical occupations_Male,547.0,258,377.0,533,,Some Other Race Alone,2017
2718,Health technologists and technicians_Male,548.0,0,79.0,469,,Some Other Race Alone,2017
2720,Healthcare support occupations_Male,756.0,539,938.0,703,,Some Other Race Alone,2017
2722,"Fire fighting and prevention, and other protective service workers including supervisors_Male",3775.0,1804,1069.0,2529,,Some Other Race Alone,2017
2723,Law enforcement workers including supervisors_Male,948.0,686,368.0,788,,Some Other Race Alone,2017
2724,Food preparation and serving related occupations_Male,11869.0,6746,7708.0,13212,,Some Other Race Alone,2017
2725,Building and grounds cleaning and maintenance occupations_Male,13176.0,2824,2212.0,7464,,Some Other Race Alone,2017
2726,Personal care and service occupations_Male,3655.0,1310,1033.0,3136,,Some Other Race Alone,2017
2728,Sales and related occupations_Male,8345.0,4414,4088.0,8041,,Some Other Race Alone,2017
2729,Office and administrative support occupations_Male,11139.0,7254,3722.0,6112,,Some Other Race Alone,2017
2731,"Farming, fishing, and forestry occupations_Male",0.0,146,0.0,99,,Some Other Race Alone,2017
2732,Construction and extraction occupations_Male,11915.0,13108,4023.0,21070,,Some Other Race Alone,2017
2733,"Installation, maintenance, and repair occupations_Male",3286.0,1207,2501.0,4952,,Some Other Race Alone,2017
2735,Production occupations_Male,4165.0,2961,2535.0,5820,,Some Other Race Alone,2017
2736,Transportation occupations_Male,12280.0,5779,4865.0,9318,,Some Other Race Alone,2017
2737,Material moving occupations_Male,4139.0,2491,1612.0,3154,,Some Other Race Alone,2017
2741,Management occupations_Female,3528.0,2622,3298.0,2750,,Some Other Race Alone,2017
2742,Business and financial operations occupations_Female,2378.0,1587,1127.0,2100,,Some Other Race Alone,2017
2744,Computer and mathematical occupations_Female,96.0,227,288.0,122,,Some Other Race Alone,2017
2745,Architecture and engineering occupations_Female,179.0,290,180.0,253,,Some Other Race Alone,2017
2746,"Life, physical, and social science occupations_Female",165.0,143,475.0,71,,Some Other Race Alone,2017
2748,Community and social service occupations_Female,1464.0,918,1462.0,1418,,Some Other Race Alone,2017
2749,Legal occupations_Female,354.0,345,445.0,184,,Some Other Race Alone,2017
2750,"Education, training, and library occupations_Female",5873.0,3210,1774.0,3264,,Some Other Race Alone,2017
2751,"Arts, design, entertainment, sports, and media occupations_Female",719.0,1179,702.0,709,,Some Other Race Alone,2017
2753,Health diagnosing and treating practitioners and other technical occupations_Female,768.0,384,885.0,2049,,Some Other Race Alone,2017
2754,Health technologists and technicians_Female,1710.0,575,0.0,2284,,Some Other Race Alone,2017
2756,Healthcare support occupations_Female,20060.0,5881,6002.0,7013,,Some Other Race Alone,2017
2758,"Fire fighting and prevention, and other protective service workers including supervisors_Female",2043.0,678,174.0,345,,Some Other Race Alone,2017
2759,Law enforcement workers including supervisors_Female,78.0,59,419.0,265,,Some Other Race Alone,2017
2760,Food preparation and serving related occupations_Female,7552.0,2182,3606.0,4778,,Some Other Race Alone,2017
2761,Building and grounds cleaning and maintenance occupations_Female,10243.0,6302,4766.0,12393,,Some Other Race Alone,2017
2762,Personal care and service occupations_Female,13385.0,2764,3735.0,8095,,Some Other Race Alone,2017
2764,Sales and related occupations_Female,13340.0,6583,3660.0,8784,,Some Other Race Alone,2017
2765,Office and administrative support occupations_Female,17516.0,6965,7267.0,12139,,Some Other Race Alone,2017
