Occupations,year,race,Gender,County,NumEmp
"Farming, fishing, and forestry occupations",2019,Some Other Race Alone,Female,"Richmond County, New York",0
Construction and extraction occupations,2019,Some Other Race Alone,Female,"Bronx County, New York",97
Construction and extraction occupations,2019,Some Other Race Alone,Female,"Kings County, New York",183
Construction and extraction occupations,2019,Some Other Race Alone,Female,"New York County, New York",200
Construction and extraction occupations,2019,Some Other Race Alone,Female,"Queens County, New York",954
Construction and extraction occupations,2019,Some Other Race Alone,Female,"Richmond County, New York",0
"Installation, maintenance, and repair occupations",2019,Some Other Race Alone,Female,"Bronx County, New York",111
"Installation, maintenance, and repair occupations",2019,Some Other Race Alone,Female,"Kings County, New York",177
"Installation, maintenance, and repair occupations",2019,Some Other Race Alone,Female,"New York County, New York",223
"Installation, maintenance, and repair occupations",2019,Some Other Race Alone,Female,"Queens County, New York",177
"Installation, maintenance, and repair occupations",2019,Some Other Race Alone,Female,"Richmond County, New York",0
Production occupations,2019,Some Other Race Alone,Female,"Bronx County, New York",2759
Production occupations,2019,Some Other Race Alone,Female,"Kings County, New York",682
Production occupations,2019,Some Other Race Alone,Female,"New York County, New York",1284
Production occupations,2019,Some Other Race Alone,Female,"Queens County, New York",2857
Production occupations,2019,Some Other Race Alone,Female,"Richmond County, New York",0
Transportation occupations,2019,Some Other Race Alone,Female,"Bronx County, New York",1443
Transportation occupations,2019,Some Other Race Alone,Female,"Kings County, New York",679
Transportation occupations,2019,Some Other Race Alone,Female,"New York County, New York",0
Transportation occupations,2019,Some Other Race Alone,Female,"Queens County, New York",542
Transportation occupations,2019,Some Other Race Alone,Female,"Richmond County, New York",0
Material moving occupations,2019,Some Other Race Alone,Female,"Bronx County, New York",1631
Material moving occupations,2019,Some Other Race Alone,Female,"Kings County, New York",1007
Material moving occupations,2019,Some Other Race Alone,Female,"New York County, New York",1315
Material moving occupations,2019,Some Other Race Alone,Female,"Queens County, New York",1051
Material moving occupations,2019,Some Other Race Alone,Female,"Richmond County, New York",0
Management occupations,2010,Two or More Races,Male,"Bronx County, New York",555
Management occupations,2010,Two or More Races,Male,"Kings County, New York",1126
Management occupations,2010,Two or More Races,Male,"New York County, New York",1589
Management occupations,2010,Two or More Races,Male,"Queens County, New York",1569
Management occupations,2010,Two or More Races,Male,"Richmond County, New York",0
Business and financial operations occupations,2010,Two or More Races,Male,"Bronx County, New York",341.25
Business and financial operations occupations,2010,Two or More Races,Male,"Kings County, New York",389
Business and financial operations occupations,2010,Two or More Races,Male,"New York County, New York",759
Business and financial operations occupations,2010,Two or More Races,Male,"Queens County, New York",936
Business and financial operations occupations,2010,Two or More Races,Male,"Richmond County, New York",0
Computer and mathematical occupations,2010,Two or More Races,Male,"Bronx County, New York",441
Computer and mathematical occupations,2010,Two or More Races,Male,"Kings County, New York",190
Computer and mathematical occupations,2010,Two or More Races,Male,"New York County, New York",282
Computer and mathematical occupations,2010,Two or More Races,Male,"Queens County, New York",806
Computer and mathematical occupations,2010,Two or More Races,Male,"Richmond County, New York",0
Architecture and engineering occupations,2010,Two or More Races,Male,"Bronx County, New York",137
Architecture and engineering occupations,2010,Two or More Races,Male,"Kings County, New York",84
Architecture and engineering occupations,2010,Two or More Races,Male,"New York County, New York",71
Architecture and engineering occupations,2010,Two or More Races,Male,"Queens County, New York",281
Architecture and engineering occupations,2010,Two or More Races,Male,"Richmond County, New York",0
"Life, physical, and social science occupations",2010,Two or More Races,Male,"Bronx County, New York",16.25
"Life, physical, and social science occupations",2010,Two or More Races,Male,"Kings County, New York",0
"Life, physical, and social science occupations",2010,Two or More Races,Male,"New York County, New York",79
"Life, physical, and social science occupations",2010,Two or More Races,Male,"Queens County, New York",331
"Life, physical, and social science occupations",2010,Two or More Races,Male,"Richmond County, New York",0
Community and social service occupations,2010,Two or More Races,Male,"Bronx County, New York",247.5
Community and social service occupations,2010,Two or More Races,Male,"Kings County, New York",0
Community and social service occupations,2010,Two or More Races,Male,"New York County, New York",0
Community and social service occupations,2010,Two or More Races,Male,"Queens County, New York",57
Community and social service occupations,2010,Two or More Races,Male,"Richmond County, New York",0
Legal occupations,2010,Two or More Races,Male,"Bronx County, New York",44.75
Legal occupations,2010,Two or More Races,Male,"Kings County, New York",41
Legal occupations,2010,Two or More Races,Male,"New York County, New York",568
Legal occupations,2010,Two or More Races,Male,"Queens County, New York",0
Legal occupations,2010,Two or More Races,Male,"Richmond County, New York",0
"Education, training, and library occupations",2010,Two or More Races,Male,"Bronx County, New York",256.75
"Education, training, and library occupations",2010,Two or More Races,Male,"Kings County, New York",243
"Education, training, and library occupations",2010,Two or More Races,Male,"New York County, New York",443
"Education, training, and library occupations",2010,Two or More Races,Male,"Queens County, New York",210
"Education, training, and library occupations",2010,Two or More Races,Male,"Richmond County, New York",0
"Arts, design, entertainment, sports, and media occupations",2010,Two or More Races,Male,"Bronx County, New York",236.75
"Arts, design, entertainment, sports, and media occupations",2010,Two or More Races,Male,"Kings County, New York",1153
"Arts, design, entertainment, sports, and media occupations",2010,Two or More Races,Male,"New York County, New York",1073
"Arts, design, entertainment, sports, and media occupations",2010,Two or More Races,Male,"Queens County, New York",101
"Arts, design, entertainment, sports, and media occupations",2010,Two or More Races,Male,"Richmond County, New York",0
Health diagnosing and treating practitioners and other technical occupations,2010,Two or More Races,Male,"Bronx County, New York",100
Health diagnosing and treating practitioners and other technical occupations,2010,Two or More Races,Male,"Kings County, New York",77
Health diagnosing and treating practitioners and other technical occupations,2010,Two or More Races,Male,"New York County, New York",282
Health diagnosing and treating practitioners and other technical occupations,2010,Two or More Races,Male,"Queens County, New York",108
Health diagnosing and treating practitioners and other technical occupations,2010,Two or More Races,Male,"Richmond County, New York",0
Health technologists and technicians,2010,Two or More Races,Male,"Bronx County, New York",169
Health technologists and technicians,2010,Two or More Races,Male,"Kings County, New York",0
Health technologists and technicians,2010,Two or More Races,Male,"New York County, New York",152
Health technologists and technicians,2010,Two or More Races,Male,"Queens County, New York",113
Health technologists and technicians,2010,Two or More Races,Male,"Richmond County, New York",0
Healthcare support occupations,2010,Two or More Races,Male,"Bronx County, New York",136
Healthcare support occupations,2010,Two or More Races,Male,"Kings County, New York",55
Healthcare support occupations,2010,Two or More Races,Male,"New York County, New York",0
Healthcare support occupations,2010,Two or More Races,Male,"Queens County, New York",48
Healthcare support occupations,2010,Two or More Races,Male,"Richmond County, New York",0
"Fire fighting and prevention, and other protective service workers including supervisors",2010,Two or More Races,Male,"Bronx County, New York",554.25
"Fire fighting and prevention, and other protective service workers including supervisors",2010,Two or More Races,Male,"Kings County, New York",364
"Fire fighting and prevention, and other protective service workers including supervisors",2010,Two or More Races,Male,"New York County, New York",287
"Fire fighting and prevention, and other protective service workers including supervisors",2010,Two or More Races,Male,"Queens County, New York",265
"Fire fighting and prevention, and other protective service workers including supervisors",2010,Two or More Races,Male,"Richmond County, New York",0
Law enforcement workers including supervisors,2010,Two or More Races,Male,"Bronx County, New York",201.75
Law enforcement workers including supervisors,2010,Two or More Races,Male,"Kings County, New York",152
Law enforcement workers including supervisors,2010,Two or More Races,Male,"New York County, New York",42
Law enforcement workers including supervisors,2010,Two or More Races,Male,"Queens County, New York",248
Law enforcement workers including supervisors,2010,Two or More Races,Male,"Richmond County, New York",0
Food preparation and serving related occupations,2010,Two or More Races,Male,"Bronx County, New York",981.75
Food preparation and serving related occupations,2010,Two or More Races,Male,"Kings County, New York",340
Food preparation and serving related occupations,2010,Two or More Races,Male,"New York County, New York",994
Food preparation and serving related occupations,2010,Two or More Races,Male,"Queens County, New York",2229
Food preparation and serving related occupations,2010,Two or More Races,Male,"Richmond County, New York",0
Building and grounds cleaning and maintenance occupations,2010,Two or More Races,Male,"Bronx County, New York",775
Building and grounds cleaning and maintenance occupations,2010,Two or More Races,Male,"Kings County, New York",618
Building and grounds cleaning and maintenance occupations,2010,Two or More Races,Male,"New York County, New York",857
Building and grounds cleaning and maintenance occupations,2010,Two or More Races,Male,"Queens County, New York",754
Building and grounds cleaning and maintenance occupations,2010,Two or More Races,Male,"Richmond County, New York",0
Personal care and service occupations,2010,Two or More Races,Male,"Bronx County, New York",398.25
Personal care and service occupations,2010,Two or More Races,Male,"Kings County, New York",182
Personal care and service occupations,2010,Two or More Races,Male,"New York County, New York",394
Personal care and service occupations,2010,Two or More Races,Male,"Queens County, New York",212
Personal care and service occupations,2010,Two or More Races,Male,"Richmond County, New York",0
Sales and related occupations,2010,Two or More Races,Male,"Bronx County, New York",1178.25
Sales and related occupations,2010,Two or More Races,Male,"Kings County, New York",1055
Sales and related occupations,2010,Two or More Races,Male,"New York County, New York",851
Sales and related occupations,2010,Two or More Races,Male,"Queens County, New York",2036
Sales and related occupations,2010,Two or More Races,Male,"Richmond County, New York",0
Office and administrative support occupations,2010,Two or More Races,Male,"Bronx County, New York",990.5
Office and administrative support occupations,2010,Two or More Races,Male,"Kings County, New York",860
Office and administrative support occupations,2010,Two or More Races,Male,"New York County, New York",1159
Office and administrative support occupations,2010,Two or More Races,Male,"Queens County, New York",1636
Office and administrative support occupations,2010,Two or More Races,Male,"Richmond County, New York",0
"Farming, fishing, and forestry occupations",2010,Two or More Races,Male,"Bronx County, New York",0
"Farming, fishing, and forestry occupations",2010,Two or More Races,Male,"Kings County, New York",0
"Farming, fishing, and forestry occupations",2010,Two or More Races,Male,"New York County, New York",0
"Farming, fishing, and forestry occupations",2010,Two or More Races,Male,"Queens County, New York",0
"Farming, fishing, and forestry occupations",2010,Two or More Races,Male,"Richmond County, New York",0
Construction and extraction occupations,2010,Two or More Races,Male,"Bronx County, New York",734.75
Construction and extraction occupations,2010,Two or More Races,Male,"Kings County, New York",416
Construction and extraction occupations,2010,Two or More Races,Male,"New York County, New York",489
Construction and extraction occupations,2010,Two or More Races,Male,"Queens County, New York",959
Construction and extraction occupations,2010,Two or More Races,Male,"Richmond County, New York",0
"Installation, maintenance, and repair occupations",2010,Two or More Races,Male,"Bronx County, New York",724.25
"Installation, maintenance, and repair occupations",2010,Two or More Races,Male,"Kings County, New York",138
"Installation, maintenance, and repair occupations",2010,Two or More Races,Male,"New York County, New York",459
"Installation, maintenance, and repair occupations",2010,Two or More Races,Male,"Queens County, New York",706
"Installation, maintenance, and repair occupations",2010,Two or More Races,Male,"Richmond County, New York",0
Production occupations,2010,Two or More Races,Male,"Bronx County, New York",587.5
Production occupations,2010,Two or More Races,Male,"Kings County, New York",737
Production occupations,2010,Two or More Races,Male,"New York County, New York",93
Production occupations,2010,Two or More Races,Male,"Queens County, New York",693
Production occupations,2010,Two or More Races,Male,"Richmond County, New York",0
Transportation occupations,2010,Two or More Races,Male,"Bronx County, New York",804.25
Transportation occupations,2010,Two or More Races,Male,"Kings County, New York",431
Transportation occupations,2010,Two or More Races,Male,"New York County, New York",848
Transportation occupations,2010,Two or More Races,Male,"Queens County, New York",1427
Transportation occupations,2010,Two or More Races,Male,"Richmond County, New York",0
Material moving occupations,2010,Two or More Races,Male,"Bronx County, New York",429
Material moving occupations,2010,Two or More Races,Male,"Kings County, New York",105
Material moving occupations,2010,Two or More Races,Male,"New York County, New York",0
Material moving occupations,2010,Two or More Races,Male,"Queens County, New York",368
Material moving occupations,2010,Two or More Races,Male,"Richmond County, New York",0
Management occupations,2010,Two or More Races,Female,"Bronx County, New York",795.5
Management occupations,2010,Two or More Races,Female,"Kings County, New York",686
Management occupations,2010,Two or More Races,Female,"New York County, New York",1655
Management occupations,2010,Two or More Races,Female,"Queens County, New York",946
Management occupations,2010,Two or More Races,Female,"Richmond County, New York",0
Business and financial operations occupations,2010,Two or More Races,Female,"Bronx County, New York",378.5
Business and financial operations occupations,2010,Two or More Races,Female,"Kings County, New York",90
Business and financial operations occupations,2010,Two or More Races,Female,"New York County, New York",1255
Business and financial operations occupations,2010,Two or More Races,Female,"Queens County, New York",808
Business and financial operations occupations,2010,Two or More Races,Female,"Richmond County, New York",0
Computer and mathematical occupations,2010,Two or More Races,Female,"Bronx County, New York",87.25
Computer and mathematical occupations,2010,Two or More Races,Female,"Kings County, New York",0
Computer and mathematical occupations,2010,Two or More Races,Female,"New York County, New York",202
Computer and mathematical occupations,2010,Two or More Races,Female,"Queens County, New York",59
Computer and mathematical occupations,2010,Two or More Races,Female,"Richmond County, New York",0
Architecture and engineering occupations,2010,Two or More Races,Female,"Bronx County, New York",46.75
Architecture and engineering occupations,2010,Two or More Races,Female,"Kings County, New York",0
Architecture and engineering occupations,2010,Two or More Races,Female,"New York County, New York",142
Architecture and engineering occupations,2010,Two or More Races,Female,"Queens County, New York",0
Architecture and engineering occupations,2010,Two or More Races,Female,"Richmond County, New York",0
"Life, physical, and social science occupations",2010,Two or More Races,Female,"Bronx County, New York",36.25
"Life, physical, and social science occupations",2010,Two or More Races,Female,"Kings County, New York",0
"Life, physical, and social science occupations",2010,Two or More Races,Female,"New York County, New York",497
"Life, physical, and social science occupations",2010,Two or More Races,Female,"Queens County, New York",44
"Life, physical, and social science occupations",2010,Two or More Races,Female,"Richmond County, New York",0
Community and social service occupations,2010,Two or More Races,Female,"Bronx County, New York",382
Community and social service occupations,2010,Two or More Races,Female,"Kings County, New York",280
Community and social service occupations,2010,Two or More Races,Female,"New York County, New York",286
Community and social service occupations,2010,Two or More Races,Female,"Queens County, New York",512
Community and social service occupations,2010,Two or More Races,Female,"Richmond County, New York",0
Legal occupations,2010,Two or More Races,Female,"Bronx County, New York",75.5
Legal occupations,2010,Two or More Races,Female,"Kings County, New York",540
Legal occupations,2010,Two or More Races,Female,"New York County, New York",572
Legal occupations,2010,Two or More Races,Female,"Queens County, New York",296
Legal occupations,2010,Two or More Races,Female,"Richmond County, New York",0
"Education, training, and library occupations",2010,Two or More Races,Female,"Bronx County, New York",1101.25
"Education, training, and library occupations",2010,Two or More Races,Female,"Kings County, New York",144
"Education, training, and library occupations",2010,Two or More Races,Female,"New York County, New York",1880
"Education, training, and library occupations",2010,Two or More Races,Female,"Queens County, New York",859
"Education, training, and library occupations",2010,Two or More Races,Female,"Richmond County, New York",0
"Arts, design, entertainment, sports, and media occupations",2010,Two or More Races,Female,"Bronx County, New York",132.75
"Arts, design, entertainment, sports, and media occupations",2010,Two or More Races,Female,"Kings County, New York",458
"Arts, design, entertainment, sports, and media occupations",2010,Two or More Races,Female,"New York County, New York",791
"Arts, design, entertainment, sports, and media occupations",2010,Two or More Races,Female,"Queens County, New York",417
"Arts, design, entertainment, sports, and media occupations",2010,Two or More Races,Female,"Richmond County, New York",0
Health diagnosing and treating practitioners and other technical occupations,2010,Two or More Races,Female,"Bronx County, New York",359
Health diagnosing and treating practitioners and other technical occupations,2010,Two or More Races,Female,"Kings County, New York",509
Health diagnosing and treating practitioners and other technical occupations,2010,Two or More Races,Female,"New York County, New York",869
Health diagnosing and treating practitioners and other technical occupations,2010,Two or More Races,Female,"Queens County, New York",745
Health diagnosing and treating practitioners and other technical occupations,2010,Two or More Races,Female,"Richmond County, New York",0
Health technologists and technicians,2010,Two or More Races,Female,"Bronx County, New York",255
Health technologists and technicians,2010,Two or More Races,Female,"Kings County, New York",113
Health technologists and technicians,2010,Two or More Races,Female,"New York County, New York",110
Health technologists and technicians,2010,Two or More Races,Female,"Queens County, New York",231
Health technologists and technicians,2010,Two or More Races,Female,"Richmond County, New York",0
Healthcare support occupations,2010,Two or More Races,Female,"Bronx County, New York",1348.5
Healthcare support occupations,2010,Two or More Races,Female,"Kings County, New York",441
Healthcare support occupations,2010,Two or More Races,Female,"New York County, New York",648
Healthcare support occupations,2010,Two or More Races,Female,"Queens County, New York",1244
Healthcare support occupations,2010,Two or More Races,Female,"Richmond County, New York",0
"Fire fighting and prevention, and other protective service workers including supervisors",2010,Two or More Races,Female,"Bronx County, New York",165.75
"Fire fighting and prevention, and other protective service workers including supervisors",2010,Two or More Races,Female,"Kings County, New York",90
"Fire fighting and prevention, and other protective service workers including supervisors",2010,Two or More Races,Female,"New York County, New York",223
"Fire fighting and prevention, and other protective service workers including supervisors",2010,Two or More Races,Female,"Queens County, New York",145
"Fire fighting and prevention, and other protective service workers including supervisors",2010,Two or More Races,Female,"Richmond County, New York",0
Law enforcement workers including supervisors,2010,Two or More Races,Female,"Bronx County, New York",0
Law enforcement workers including supervisors,2010,Two or More Races,Female,"Kings County, New York",0
Law enforcement workers including supervisors,2010,Two or More Races,Female,"New York County, New York",100
Law enforcement workers including supervisors,2010,Two or More Races,Female,"Queens County, New York",44
Law enforcement workers including supervisors,2010,Two or More Races,Female,"Richmond County, New York",0
Food preparation and serving related occupations,2010,Two or More Races,Female,"Bronx County, New York",486
Food preparation and serving related occupations,2010,Two or More Races,Female,"Kings County, New York",658
Food preparation and serving related occupations,2010,Two or More Races,Female,"New York County, New York",803
Food preparation and serving related occupations,2010,Two or More Races,Female,"Queens County, New York",527
Food preparation and serving related occupations,2010,Two or More Races,Female,"Richmond County, New York",0
Building and grounds cleaning and maintenance occupations,2010,Two or More Races,Female,"Bronx County, New York",505.5
Building and grounds cleaning and maintenance occupations,2010,Two or More Races,Female,"Kings County, New York",625
Building and grounds cleaning and maintenance occupations,2010,Two or More Races,Female,"New York County, New York",636
Building and grounds cleaning and maintenance occupations,2010,Two or More Races,Female,"Queens County, New York",911
Building and grounds cleaning and maintenance occupations,2010,Two or More Races,Female,"Richmond County, New York",0
Personal care and service occupations,2010,Two or More Races,Female,"Bronx County, New York",775.5
Personal care and service occupations,2010,Two or More Races,Female,"Kings County, New York",344
Personal care and service occupations,2010,Two or More Races,Female,"New York County, New York",1218
Personal care and service occupations,2010,Two or More Races,Female,"Queens County, New York",1331
Personal care and service occupations,2010,Two or More Races,Female,"Richmond County, New York",0
Sales and related occupations,2010,Two or More Races,Female,"Bronx County, New York",1099
Sales and related occupations,2010,Two or More Races,Female,"Kings County, New York",727
Sales and related occupations,2010,Two or More Races,Female,"New York County, New York",1882
Sales and related occupations,2010,Two or More Races,Female,"Queens County, New York",1842
Sales and related occupations,2010,Two or More Races,Female,"Richmond County, New York",0
Office and administrative support occupations,2010,Two or More Races,Female,"Bronx County, New York",2098.5
Office and administrative support occupations,2010,Two or More Races,Female,"Kings County, New York",1079
Office and administrative support occupations,2010,Two or More Races,Female,"New York County, New York",1380
Office and administrative support occupations,2010,Two or More Races,Female,"Queens County, New York",2568
Office and administrative support occupations,2010,Two or More Races,Female,"Richmond County, New York",0
"Farming, fishing, and forestry occupations",2010,Two or More Races,Female,"Bronx County, New York",0
"Farming, fishing, and forestry occupations",2010,Two or More Races,Female,"Kings County, New York",0
"Farming, fishing, and forestry occupations",2010,Two or More Races,Female,"New York County, New York",0
"Farming, fishing, and forestry occupations",2010,Two or More Races,Female,"Queens County, New York",55
"Farming, fishing, and forestry occupations",2010,Two or More Races,Female,"Richmond County, New York",0
Construction and extraction occupations,2010,Two or More Races,Female,"Bronx County, New York",9.25
Construction and extraction occupations,2010,Two or More Races,Female,"Kings County, New York",0
Construction and extraction occupations,2010,Two or More Races,Female,"New York County, New York",0
Construction and extraction occupations,2010,Two or More Races,Female,"Queens County, New York",232
Construction and extraction occupations,2010,Two or More Races,Female,"Richmond County, New York",0
"Installation, maintenance, and repair occupations",2010,Two or More Races,Female,"Bronx County, New York",20.5
"Installation, maintenance, and repair occupations",2010,Two or More Races,Female,"Kings County, New York",0
"Installation, maintenance, and repair occupations",2010,Two or More Races,Female,"New York County, New York",0
"Installation, maintenance, and repair occupations",2010,Two or More Races,Female,"Queens County, New York",0
"Installation, maintenance, and repair occupations",2010,Two or More Races,Female,"Richmond County, New York",0
Production occupations,2010,Two or More Races,Female,"Bronx County, New York",280.5
Production occupations,2010,Two or More Races,Female,"Kings County, New York",52
Production occupations,2010,Two or More Races,Female,"New York County, New York",72
Production occupations,2010,Two or More Races,Female,"Queens County, New York",346
Production occupations,2010,Two or More Races,Female,"Richmond County, New York",0
Transportation occupations,2010,Two or More Races,Female,"Bronx County, New York",219.25
Transportation occupations,2010,Two or More Races,Female,"Kings County, New York",130
Transportation occupations,2010,Two or More Races,Female,"New York County, New York",151
Transportation occupations,2010,Two or More Races,Female,"Queens County, New York",69
Transportation occupations,2010,Two or More Races,Female,"Richmond County, New York",0
Material moving occupations,2010,Two or More Races,Female,"Bronx County, New York",91.75
Material moving occupations,2010,Two or More Races,Female,"Kings County, New York",76
Material moving occupations,2010,Two or More Races,Female,"New York County, New York",112
Material moving occupations,2010,Two or More Races,Female,"Queens County, New York",164
Material moving occupations,2010,Two or More Races,Female,"Richmond County, New York",0
Management occupations,2011,Two or More Races,Male,"Bronx County, New York",555
Management occupations,2011,Two or More Races,Male,"Kings County, New York",736
Management occupations,2011,Two or More Races,Male,"New York County, New York",1122
Management occupations,2011,Two or More Races,Male,"Queens County, New York",976
Management occupations,2011,Two or More Races,Male,"Richmond County, New York",0
Business and financial operations occupations,2011,Two or More Races,Male,"Bronx County, New York",341.25
Business and financial operations occupations,2011,Two or More Races,Male,"Kings County, New York",316
Business and financial operations occupations,2011,Two or More Races,Male,"New York County, New York",1354
Business and financial operations occupations,2011,Two or More Races,Male,"Queens County, New York",505
Business and financial operations occupations,2011,Two or More Races,Male,"Richmond County, New York",0
Computer and mathematical occupations,2011,Two or More Races,Male,"Bronx County, New York",441
Computer and mathematical occupations,2011,Two or More Races,Male,"Kings County, New York",241
Computer and mathematical occupations,2011,Two or More Races,Male,"New York County, New York",464
Computer and mathematical occupations,2011,Two or More Races,Male,"Queens County, New York",363
Computer and mathematical occupations,2011,Two or More Races,Male,"Richmond County, New York",0
Architecture and engineering occupations,2011,Two or More Races,Male,"Bronx County, New York",137
Architecture and engineering occupations,2011,Two or More Races,Male,"Kings County, New York",114
Architecture and engineering occupations,2011,Two or More Races,Male,"New York County, New York",57
Architecture and engineering occupations,2011,Two or More Races,Male,"Queens County, New York",300
Architecture and engineering occupations,2011,Two or More Races,Male,"Richmond County, New York",0
"Life, physical, and social science occupations",2011,Two or More Races,Male,"Bronx County, New York",16.25
"Life, physical, and social science occupations",2011,Two or More Races,Male,"Kings County, New York",0
"Life, physical, and social science occupations",2011,Two or More Races,Male,"New York County, New York",165
"Life, physical, and social science occupations",2011,Two or More Races,Male,"Queens County, New York",36
"Life, physical, and social science occupations",2011,Two or More Races,Male,"Richmond County, New York",0
Community and social service occupations,2011,Two or More Races,Male,"Bronx County, New York",247.5
Community and social service occupations,2011,Two or More Races,Male,"Kings County, New York",53
Community and social service occupations,2011,Two or More Races,Male,"New York County, New York",533
Community and social service occupations,2011,Two or More Races,Male,"Queens County, New York",354
Community and social service occupations,2011,Two or More Races,Male,"Richmond County, New York",0
Legal occupations,2011,Two or More Races,Male,"Bronx County, New York",44.75
Legal occupations,2011,Two or More Races,Male,"Kings County, New York",0
Legal occupations,2011,Two or More Races,Male,"New York County, New York",725
Legal occupations,2011,Two or More Races,Male,"Queens County, New York",220
Legal occupations,2011,Two or More Races,Male,"Richmond County, New York",0
"Education, training, and library occupations",2011,Two or More Races,Male,"Bronx County, New York",256.75
"Education, training, and library occupations",2011,Two or More Races,Male,"Kings County, New York",432
"Education, training, and library occupations",2011,Two or More Races,Male,"New York County, New York",474
"Education, training, and library occupations",2011,Two or More Races,Male,"Queens County, New York",565
"Education, training, and library occupations",2011,Two or More Races,Male,"Richmond County, New York",0
"Arts, design, entertainment, sports, and media occupations",2011,Two or More Races,Male,"Bronx County, New York",236.75
"Arts, design, entertainment, sports, and media occupations",2011,Two or More Races,Male,"Kings County, New York",721
"Arts, design, entertainment, sports, and media occupations",2011,Two or More Races,Male,"New York County, New York",707
"Arts, design, entertainment, sports, and media occupations",2011,Two or More Races,Male,"Queens County, New York",467
"Arts, design, entertainment, sports, and media occupations",2011,Two or More Races,Male,"Richmond County, New York",0
Health diagnosing and treating practitioners and other technical occupations,2011,Two or More Races,Male,"Bronx County, New York",100
Health diagnosing and treating practitioners and other technical occupations,2011,Two or More Races,Male,"Kings County, New York",119
Health diagnosing and treating practitioners and other technical occupations,2011,Two or More Races,Male,"New York County, New York",306
Health diagnosing and treating practitioners and other technical occupations,2011,Two or More Races,Male,"Queens County, New York",456
Health diagnosing and treating practitioners and other technical occupations,2011,Two or More Races,Male,"Richmond County, New York",0
Health technologists and technicians,2011,Two or More Races,Male,"Bronx County, New York",169
Health technologists and technicians,2011,Two or More Races,Male,"Kings County, New York",77
Health technologists and technicians,2011,Two or More Races,Male,"New York County, New York",0
Health technologists and technicians,2011,Two or More Races,Male,"Queens County, New York",111
Health technologists and technicians,2011,Two or More Races,Male,"Richmond County, New York",0
Healthcare support occupations,2011,Two or More Races,Male,"Bronx County, New York",136
Healthcare support occupations,2011,Two or More Races,Male,"Kings County, New York",156
Healthcare support occupations,2011,Two or More Races,Male,"New York County, New York",0
Healthcare support occupations,2011,Two or More Races,Male,"Queens County, New York",98
Healthcare support occupations,2011,Two or More Races,Male,"Richmond County, New York",0
"Fire fighting and prevention, and other protective service workers including supervisors",2011,Two or More Races,Male,"Bronx County, New York",554.25
"Fire fighting and prevention, and other protective service workers including supervisors",2011,Two or More Races,Male,"Kings County, New York",292
"Fire fighting and prevention, and other protective service workers including supervisors",2011,Two or More Races,Male,"New York County, New York",228
"Fire fighting and prevention, and other protective service workers including supervisors",2011,Two or More Races,Male,"Queens County, New York",1026
"Fire fighting and prevention, and other protective service workers including supervisors",2011,Two or More Races,Male,"Richmond County, New York",0
Law enforcement workers including supervisors,2011,Two or More Races,Male,"Bronx County, New York",201.75
Law enforcement workers including supervisors,2011,Two or More Races,Male,"Kings County, New York",322
Law enforcement workers including supervisors,2011,Two or More Races,Male,"New York County, New York",180
Law enforcement workers including supervisors,2011,Two or More Races,Male,"Queens County, New York",234
Law enforcement workers including supervisors,2011,Two or More Races,Male,"Richmond County, New York",0
Food preparation and serving related occupations,2011,Two or More Races,Male,"Bronx County, New York",981.75
Food preparation and serving related occupations,2011,Two or More Races,Male,"Kings County, New York",886
Food preparation and serving related occupations,2011,Two or More Races,Male,"New York County, New York",817
Food preparation and serving related occupations,2011,Two or More Races,Male,"Queens County, New York",1829
Food preparation and serving related occupations,2011,Two or More Races,Male,"Richmond County, New York",0
Building and grounds cleaning and maintenance occupations,2011,Two or More Races,Male,"Bronx County, New York",775
Building and grounds cleaning and maintenance occupations,2011,Two or More Races,Male,"Kings County, New York",571
Building and grounds cleaning and maintenance occupations,2011,Two or More Races,Male,"New York County, New York",601
Building and grounds cleaning and maintenance occupations,2011,Two or More Races,Male,"Queens County, New York",781
Building and grounds cleaning and maintenance occupations,2011,Two or More Races,Male,"Richmond County, New York",0
Personal care and service occupations,2011,Two or More Races,Male,"Bronx County, New York",398.25
Personal care and service occupations,2011,Two or More Races,Male,"Kings County, New York",221
Personal care and service occupations,2011,Two or More Races,Male,"New York County, New York",520
Personal care and service occupations,2011,Two or More Races,Male,"Queens County, New York",690
Personal care and service occupations,2011,Two or More Races,Male,"Richmond County, New York",0
Sales and related occupations,2011,Two or More Races,Male,"Bronx County, New York",1178.25
Sales and related occupations,2011,Two or More Races,Male,"Kings County, New York",1560
Sales and related occupations,2011,Two or More Races,Male,"New York County, New York",1396
Sales and related occupations,2011,Two or More Races,Male,"Queens County, New York",2135
Sales and related occupations,2011,Two or More Races,Male,"Richmond County, New York",0
Office and administrative support occupations,2011,Two or More Races,Male,"Bronx County, New York",990.5
Office and administrative support occupations,2011,Two or More Races,Male,"Kings County, New York",906
Office and administrative support occupations,2011,Two or More Races,Male,"New York County, New York",1127
Office and administrative support occupations,2011,Two or More Races,Male,"Queens County, New York",2443
Office and administrative support occupations,2011,Two or More Races,Male,"Richmond County, New York",0
"Farming, fishing, and forestry occupations",2011,Two or More Races,Male,"Bronx County, New York",0
"Farming, fishing, and forestry occupations",2011,Two or More Races,Male,"Kings County, New York",0
"Farming, fishing, and forestry occupations",2011,Two or More Races,Male,"New York County, New York",0
