,Occupations,year,race,YearlyNumEmpbyRace
7315,Law enforcement workers including supervisors,2019,HISPANIC OR LATINO,9754.0
7320,Food preparation and serving related occupations,2019,HISPANIC OR LATINO,108878.0
7325,Building and grounds cleaning and maintenance occupations,2019,HISPANIC OR LATINO,93326.0
7330,Personal care and service occupations,2019,HISPANIC OR LATINO,54658.0
7335,Sales and related occupations,2019,HISPANIC OR LATINO,95692.0
7340,Office and administrative support occupations,2019,HISPANIC OR LATINO,115590.0
7345,"Farming, fishing, and forestry occupations",2019,HISPANIC OR LATINO,2164.0
7350,Construction and extraction occupations,2019,HISPANIC OR LATINO,86520.0
7355,"Installation, maintenance, and repair occupations",2019,HISPANIC OR LATINO,23981.0
7360,Production occupations,2019,HISPANIC OR LATINO,39235.0
7365,Transportation occupations,2019,HISPANIC OR LATINO,66673.0
7370,Material moving occupations,2019,HISPANIC OR LATINO,38707.0
7500,Management occupations,2010,Some Other Race Alone,20346.0
7505,Business and financial operations occupations,2010,Some Other Race Alone,9365.0
7510,Computer and mathematical occupations,2010,Some Other Race Alone,2700.0
7515,Architecture and engineering occupations,2010,Some Other Race Alone,2034.0
7520,"Life, physical, and social science occupations",2010,Some Other Race Alone,939.0
7525,Community and social service occupations,2010,Some Other Race Alone,6772.0
7530,Legal occupations,2010,Some Other Race Alone,2496.0
7535,"Education, training, and library occupations",2010,Some Other Race Alone,15380.0
7540,"Arts, design, entertainment, sports, and media occupations",2010,Some Other Race Alone,8140.0
7545,Health diagnosing and treating practitioners and other technical occupations,2010,Some Other Race Alone,5002.0
7550,Health technologists and technicians,2010,Some Other Race Alone,4477.0
7555,Healthcare support occupations,2010,Some Other Race Alone,29518.0
7560,"Fire fighting and prevention, and other protective service workers including supervisors",2010,Some Other Race Alone,7762.0
7565,Law enforcement workers including supervisors,2010,Some Other Race Alone,4606.0
7570,Food preparation and serving related occupations,2010,Some Other Race Alone,46545.0
7575,Building and grounds cleaning and maintenance occupations,2010,Some Other Race Alone,49523.0
7580,Personal care and service occupations,2010,Some Other Race Alone,31152.0
7585,Sales and related occupations,2010,Some Other Race Alone,46342.0
7590,Office and administrative support occupations,2010,Some Other Race Alone,60783.0
7595,"Farming, fishing, and forestry occupations",2010,Some Other Race Alone,231.0
7600,Construction and extraction occupations,2010,Some Other Race Alone,37151.0
7605,"Installation, maintenance, and repair occupations",2010,Some Other Race Alone,12297.0
7610,Production occupations,2010,Some Other Race Alone,25780.0
7615,Transportation occupations,2010,Some Other Race Alone,29326.0
7620,Material moving occupations,2010,Some Other Race Alone,17090.0
7750,Management occupations,2011,Some Other Race Alone,19077.0
7755,Business and financial operations occupations,2011,Some Other Race Alone,11914.0
7760,Computer and mathematical occupations,2011,Some Other Race Alone,2690.0
7765,Architecture and engineering occupations,2011,Some Other Race Alone,1778.0
7770,"Life, physical, and social science occupations",2011,Some Other Race Alone,969.0
7775,Community and social service occupations,2011,Some Other Race Alone,6958.0
7780,Legal occupations,2011,Some Other Race Alone,3635.0
7785,"Education, training, and library occupations",2011,Some Other Race Alone,17193.0
7790,"Arts, design, entertainment, sports, and media occupations",2011,Some Other Race Alone,6667.0
7795,Health diagnosing and treating practitioners and other technical occupations,2011,Some Other Race Alone,4321.0
7800,Health technologists and technicians,2011,Some Other Race Alone,5539.0
7805,Healthcare support occupations,2011,Some Other Race Alone,27851.0
7810,"Fire fighting and prevention, and other protective service workers including supervisors",2011,Some Other Race Alone,11633.0
7815,Law enforcement workers including supervisors,2011,Some Other Race Alone,2804.0
7820,Food preparation and serving related occupations,2011,Some Other Race Alone,55613.0
7825,Building and grounds cleaning and maintenance occupations,2011,Some Other Race Alone,50692.0
7830,Personal care and service occupations,2011,Some Other Race Alone,40043.0
7835,Sales and related occupations,2011,Some Other Race Alone,56948.0
7840,Office and administrative support occupations,2011,Some Other Race Alone,65289.0
7845,"Farming, fishing, and forestry occupations",2011,Some Other Race Alone,2408.0
7850,Construction and extraction occupations,2011,Some Other Race Alone,35469.0
7855,"Installation, maintenance, and repair occupations",2011,Some Other Race Alone,12880.0
7860,Production occupations,2011,Some Other Race Alone,23733.0
7865,Transportation occupations,2011,Some Other Race Alone,28054.0
7870,Material moving occupations,2011,Some Other Race Alone,14330.0
8000,Management occupations,2012,Some Other Race Alone,23371.0
8005,Business and financial operations occupations,2012,Some Other Race Alone,10638.0
8010,Computer and mathematical occupations,2012,Some Other Race Alone,3181.0
8015,Architecture and engineering occupations,2012,Some Other Race Alone,1082.0
8020,"Life, physical, and social science occupations",2012,Some Other Race Alone,1108.0
8025,Community and social service occupations,2012,Some Other Race Alone,8173.0
8030,Legal occupations,2012,Some Other Race Alone,3160.0
8035,"Education, training, and library occupations",2012,Some Other Race Alone,19807.0
8040,"Arts, design, entertainment, sports, and media occupations",2012,Some Other Race Alone,6912.0
8045,Health diagnosing and treating practitioners and other technical occupations,2012,Some Other Race Alone,5306.0
8050,Health technologists and technicians,2012,Some Other Race Alone,3386.0
8055,Healthcare support occupations,2012,Some Other Race Alone,31736.0
8060,"Fire fighting and prevention, and other protective service workers including supervisors",2012,Some Other Race Alone,9387.0
8065,Law enforcement workers including supervisors,2012,Some Other Race Alone,4376.0
8070,Food preparation and serving related occupations,2012,Some Other Race Alone,53352.0
8075,Building and grounds cleaning and maintenance occupations,2012,Some Other Race Alone,52404.0
8080,Personal care and service occupations,2012,Some Other Race Alone,35706.0
8085,Sales and related occupations,2012,Some Other Race Alone,53894.0
8090,Office and administrative support occupations,2012,Some Other Race Alone,67042.0
8095,"Farming, fishing, and forestry occupations",2012,Some Other Race Alone,777.0
8100,Construction and extraction occupations,2012,Some Other Race Alone,34661.0
8105,"Installation, maintenance, and repair occupations",2012,Some Other Race Alone,11886.0
8110,Production occupations,2012,Some Other Race Alone,28768.0
8115,Transportation occupations,2012,Some Other Race Alone,34914.0
8120,Material moving occupations,2012,Some Other Race Alone,16903.0
8250,Management occupations,2013,Some Other Race Alone,21428.0
8255,Business and financial operations occupations,2013,Some Other Race Alone,10545.0
8260,Computer and mathematical occupations,2013,Some Other Race Alone,3847.0
8265,Architecture and engineering occupations,2013,Some Other Race Alone,1180.0
8270,"Life, physical, and social science occupations",2013,Some Other Race Alone,729.0
8275,Community and social service occupations,2013,Some Other Race Alone,7832.0
8280,Legal occupations,2013,Some Other Race Alone,1987.0
8285,"Education, training, and library occupations",2013,Some Other Race Alone,20438.0
8290,"Arts, design, entertainment, sports, and media occupations",2013,Some Other Race Alone,7327.0
8295,Health diagnosing and treating practitioners and other technical occupations,2013,Some Other Race Alone,4437.0
8300,Health technologists and technicians,2013,Some Other Race Alone,4746.0
8305,Healthcare support occupations,2013,Some Other Race Alone,31163.0
8310,"Fire fighting and prevention, and other protective service workers including supervisors",2013,Some Other Race Alone,7911.0
8315,Law enforcement workers including supervisors,2013,Some Other Race Alone,3044.0
8320,Food preparation and serving related occupations,2013,Some Other Race Alone,56063.0
8325,Building and grounds cleaning and maintenance occupations,2013,Some Other Race Alone,54237.0
8330,Personal care and service occupations,2013,Some Other Race Alone,34209.0
8335,Sales and related occupations,2013,Some Other Race Alone,52153.0
8340,Office and administrative support occupations,2013,Some Other Race Alone,64086.0
8345,"Farming, fishing, and forestry occupations",2013,Some Other Race Alone,0.0
8350,Construction and extraction occupations,2013,Some Other Race Alone,38039.0
8355,"Installation, maintenance, and repair occupations",2013,Some Other Race Alone,15898.0
8360,Production occupations,2013,Some Other Race Alone,23723.0
8365,Transportation occupations,2013,Some Other Race Alone,29648.0
8370,Material moving occupations,2013,Some Other Race Alone,15967.0
8500,Management occupations,2014,Some Other Race Alone,27015.0
8505,Business and financial operations occupations,2014,Some Other Race Alone,10603.0
8510,Computer and mathematical occupations,2014,Some Other Race Alone,4233.0
8515,Architecture and engineering occupations,2014,Some Other Race Alone,1778.0
8520,"Life, physical, and social science occupations",2014,Some Other Race Alone,1240.0
8525,Community and social service occupations,2014,Some Other Race Alone,9333.0
8530,Legal occupations,2014,Some Other Race Alone,3919.0
8535,"Education, training, and library occupations",2014,Some Other Race Alone,20493.0
8540,"Arts, design, entertainment, sports, and media occupations",2014,Some Other Race Alone,9475.0
8545,Health diagnosing and treating practitioners and other technical occupations,2014,Some Other Race Alone,5009.0
8550,Health technologists and technicians,2014,Some Other Race Alone,6397.0
8555,Healthcare support occupations,2014,Some Other Race Alone,35363.0
8560,"Fire fighting and prevention, and other protective service workers including supervisors",2014,Some Other Race Alone,10471.0
8565,Law enforcement workers including supervisors,2014,Some Other Race Alone,3452.0
8570,Food preparation and serving related occupations,2014,Some Other Race Alone,65244.0
8575,Building and grounds cleaning and maintenance occupations,2014,Some Other Race Alone,57364.0
8580,Personal care and service occupations,2014,Some Other Race Alone,36728.0
8585,Sales and related occupations,2014,Some Other Race Alone,52202.0
8590,Office and administrative support occupations,2014,Some Other Race Alone,61710.0
8595,"Farming, fishing, and forestry occupations",2014,Some Other Race Alone,368.0
8600,Construction and extraction occupations,2014,Some Other Race Alone,46651.0
8605,"Installation, maintenance, and repair occupations",2014,Some Other Race Alone,14460.0
8610,Production occupations,2014,Some Other Race Alone,25220.0
8615,Transportation occupations,2014,Some Other Race Alone,36132.0
8620,Material moving occupations,2014,Some Other Race Alone,11570.0
8750,Management occupations,2015,Some Other Race Alone,30353.0
8755,Business and financial operations occupations,2015,Some Other Race Alone,11778.0
8760,Computer and mathematical occupations,2015,Some Other Race Alone,5935.0
8765,Architecture and engineering occupations,2015,Some Other Race Alone,1919.0
8770,"Life, physical, and social science occupations",2015,Some Other Race Alone,1286.0
8775,Community and social service occupations,2015,Some Other Race Alone,8480.0
8780,Legal occupations,2015,Some Other Race Alone,4008.0
8785,"Education, training, and library occupations",2015,Some Other Race Alone,21369.0
8790,"Arts, design, entertainment, sports, and media occupations",2015,Some Other Race Alone,9384.0
8795,Health diagnosing and treating practitioners and other technical occupations,2015,Some Other Race Alone,5722.0
8800,Health technologists and technicians,2015,Some Other Race Alone,6854.0
8805,Healthcare support occupations,2015,Some Other Race Alone,36236.0
8810,"Fire fighting and prevention, and other protective service workers including supervisors",2015,Some Other Race Alone,10219.0
8815,Law enforcement workers including supervisors,2015,Some Other Race Alone,4956.0
8820,Food preparation and serving related occupations,2015,Some Other Race Alone,65769.0
8825,Building and grounds cleaning and maintenance occupations,2015,Some Other Race Alone,56644.0
8830,Personal care and service occupations,2015,Some Other Race Alone,40258.0
8835,Sales and related occupations,2015,Some Other Race Alone,53966.0
8840,Office and administrative support occupations,2015,Some Other Race Alone,68261.0
8845,"Farming, fishing, and forestry occupations",2015,Some Other Race Alone,1085.0
8850,Construction and extraction occupations,2015,Some Other Race Alone,46061.0
8855,"Installation, maintenance, and repair occupations",2015,Some Other Race Alone,13920.0
8860,Production occupations,2015,Some Other Race Alone,23750.0
8865,Transportation occupations,2015,Some Other Race Alone,37175.0
8870,Material moving occupations,2015,Some Other Race Alone,13939.0
9000,Management occupations,2016,Some Other Race Alone,28092.0
9005,Business and financial operations occupations,2016,Some Other Race Alone,12623.0
9010,Computer and mathematical occupations,2016,Some Other Race Alone,5028.0
9015,Architecture and engineering occupations,2016,Some Other Race Alone,1716.0
9020,"Life, physical, and social science occupations",2016,Some Other Race Alone,398.0
9025,Community and social service occupations,2016,Some Other Race Alone,7590.0
9030,Legal occupations,2016,Some Other Race Alone,3084.0
9035,"Education, training, and library occupations",2016,Some Other Race Alone,19658.0
9040,"Arts, design, entertainment, sports, and media occupations",2016,Some Other Race Alone,8736.0
9045,Health diagnosing and treating practitioners and other technical occupations,2016,Some Other Race Alone,6284.0
9050,Health technologists and technicians,2016,Some Other Race Alone,6596.0
9055,Healthcare support occupations,2016,Some Other Race Alone,34452.0
9060,"Fire fighting and prevention, and other protective service workers including supervisors",2016,Some Other Race Alone,10034.0
9065,Law enforcement workers including supervisors,2016,Some Other Race Alone,2947.0
9070,Food preparation and serving related occupations,2016,Some Other Race Alone,61485.0
9075,Building and grounds cleaning and maintenance occupations,2016,Some Other Race Alone,53271.0
9080,Personal care and service occupations,2016,Some Other Race Alone,42627.0
9085,Sales and related occupations,2016,Some Other Race Alone,52309.0
9090,Office and administrative support occupations,2016,Some Other Race Alone,68025.0
9095,"Farming, fishing, and forestry occupations",2016,Some Other Race Alone,234.0
9100,Construction and extraction occupations,2016,Some Other Race Alone,43300.0
9105,"Installation, maintenance, and repair occupations",2016,Some Other Race Alone,17477.0
9110,Production occupations,2016,Some Other Race Alone,24330.0
9115,Transportation occupations,2016,Some Other Race Alone,37691.0
9120,Material moving occupations,2016,Some Other Race Alone,12612.0
9250,Management occupations,2017,Some Other Race Alone,28019.0
9255,Business and financial operations occupations,2017,Some Other Race Alone,11745.0
9260,Computer and mathematical occupations,2017,Some Other Race Alone,5519.0
9265,Architecture and engineering occupations,2017,Some Other Race Alone,2409.0
9270,"Life, physical, and social science occupations",2017,Some Other Race Alone,999.0
9275,Community and social service occupations,2017,Some Other Race Alone,7631.0
9280,Legal occupations,2017,Some Other Race Alone,2114.0
9285,"Education, training, and library occupations",2017,Some Other Race Alone,18923.0
9290,"Arts, design, entertainment, sports, and media occupations",2017,Some Other Race Alone,8189.0
9295,Health diagnosing and treating practitioners and other technical occupations,2017,Some Other Race Alone,5801.0
9300,Health technologists and technicians,2017,Some Other Race Alone,5665.0
9305,Healthcare support occupations,2017,Some Other Race Alone,41892.0
9310,"Fire fighting and prevention, and other protective service workers including supervisors",2017,Some Other Race Alone,12417.0
9315,Law enforcement workers including supervisors,2017,Some Other Race Alone,3611.0
9320,Food preparation and serving related occupations,2017,Some Other Race Alone,57653.0
9325,Building and grounds cleaning and maintenance occupations,2017,Some Other Race Alone,59380.0
9330,Personal care and service occupations,2017,Some Other Race Alone,37113.0
9335,Sales and related occupations,2017,Some Other Race Alone,57255.0
9340,Office and administrative support occupations,2017,Some Other Race Alone,72114.0
9345,"Farming, fishing, and forestry occupations",2017,Some Other Race Alone,890.0
9350,Construction and extraction occupations,2017,Some Other Race Alone,52357.0
9355,"Installation, maintenance, and repair occupations",2017,Some Other Race Alone,12582.0
9360,Production occupations,2017,Some Other Race Alone,24897.0
9365,Transportation occupations,2017,Some Other Race Alone,36702.0
9370,Material moving occupations,2017,Some Other Race Alone,14054.0
9500,Management occupations,2018,Some Other Race Alone,27817.0
9505,Business and financial operations occupations,2018,Some Other Race Alone,11263.0
9510,Computer and mathematical occupations,2018,Some Other Race Alone,6472.0
9515,Architecture and engineering occupations,2018,Some Other Race Alone,2682.0
9520,"Life, physical, and social science occupations",2018,Some Other Race Alone,1371.0
9525,Community and social service occupations,2018,Some Other Race Alone,5197.0
9530,Legal occupations,2018,Some Other Race Alone,3379.0
9535,"Education, training, and library occupations",2018,Some Other Race Alone,19972.0
9540,"Arts, design, entertainment, sports, and media occupations",2018,Some Other Race Alone,8217.0
9545,Health diagnosing and treating practitioners and other technical occupations,2018,Some Other Race Alone,6558.0
9550,Health technologists and technicians,2018,Some Other Race Alone,5179.0
9555,Healthcare support occupations,2018,Some Other Race Alone,45388.0
9560,"Fire fighting and prevention, and other protective service workers including supervisors",2018,Some Other Race Alone,8457.0
9565,Law enforcement workers including supervisors,2018,Some Other Race Alone,4895.0
9570,Food preparation and serving related occupations,2018,Some Other Race Alone,61424.0
9575,Building and grounds cleaning and maintenance occupations,2018,Some Other Race Alone,53778.0
9580,Personal care and service occupations,2018,Some Other Race Alone,32458.0
9585,Sales and related occupations,2018,Some Other Race Alone,45633.0
9590,Office and administrative support occupations,2018,Some Other Race Alone,49019.0
9595,"Farming, fishing, and forestry occupations",2018,Some Other Race Alone,776.0
9600,Construction and extraction occupations,2018,Some Other Race Alone,56701.0
9605,"Installation, maintenance, and repair occupations",2018,Some Other Race Alone,12297.0
9610,Production occupations,2018,Some Other Race Alone,19944.0
9615,Transportation occupations,2018,Some Other Race Alone,36440.0
9620,Material moving occupations,2018,Some Other Race Alone,17881.0
9750,Management occupations,2019,Some Other Race Alone,30996.0
9755,Business and financial operations occupations,2019,Some Other Race Alone,12163.0
9760,Computer and mathematical occupations,2019,Some Other Race Alone,4316.0
9765,Architecture and engineering occupations,2019,Some Other Race Alone,3041.0
9770,"Life, physical, and social science occupations",2019,Some Other Race Alone,715.0
9775,Community and social service occupations,2019,Some Other Race Alone,8755.0
9780,Legal occupations,2019,Some Other Race Alone,2592.0
9785,"Education, training, and library occupations",2019,Some Other Race Alone,24812.0
9790,"Arts, design, entertainment, sports, and media occupations",2019,Some Other Race Alone,6579.0
9795,Health diagnosing and treating practitioners and other technical occupations,2019,Some Other Race Alone,4658.0
9800,Health technologists and technicians,2019,Some Other Race Alone,5814.0
9805,Healthcare support occupations,2019,Some Other Race Alone,48972.0
9810,"Fire fighting and prevention, and other protective service workers including supervisors",2019,Some Other Race Alone,9695.0
9815,Law enforcement workers including supervisors,2019,Some Other Race Alone,3941.0
9820,Food preparation and serving related occupations,2019,Some Other Race Alone,62127.0
9825,Building and grounds cleaning and maintenance occupations,2019,Some Other Race Alone,52040.0
9830,Personal care and service occupations,2019,Some Other Race Alone,27666.0
9835,Sales and related occupations,2019,Some Other Race Alone,49362.0
9840,Office and administrative support occupations,2019,Some Other Race Alone,52896.0
9845,"Farming, fishing, and forestry occupations",2019,Some Other Race Alone,1486.0
9850,Construction and extraction occupations,2019,Some Other Race Alone,46896.0
9855,"Installation, maintenance, and repair occupations",2019,Some Other Race Alone,13117.0
9860,Production occupations,2019,Some Other Race Alone,23005.0
9865,Transportation occupations,2019,Some Other Race Alone,38242.0
9870,Material moving occupations,2019,Some Other Race Alone,20485.0
10000,Management occupations,2010,Two or More Races,8921.5
10005,Business and financial operations occupations,2010,Two or More Races,4956.75
10010,Computer and mathematical occupations,2010,Two or More Races,2067.25
10015,Architecture and engineering occupations,2010,Two or More Races,761.75
10020,"Life, physical, and social science occupations",2010,Two or More Races,1003.5
10025,Community and social service occupations,2010,Two or More Races,1764.5
10030,Legal occupations,2010,Two or More Races,2137.25
10035,"Education, training, and library occupations",2010,Two or More Races,5137.0
10040,"Arts, design, entertainment, sports, and media occupations",2010,Two or More Races,4362.5
10045,Health diagnosing and treating practitioners and other technical occupations,2010,Two or More Races,3049.0
10050,Health technologists and technicians,2010,Two or More Races,1143.0
10055,Healthcare support occupations,2010,Two or More Races,3920.5
10060,"Fire fighting and prevention, and other protective service workers including supervisors",2010,Two or More Races,2094.0
10065,Law enforcement workers including supervisors,2010,Two or More Races,787.75
10070,Food preparation and serving related occupations,2010,Two or More Races,7018.75
10075,Building and grounds cleaning and maintenance occupations,2010,Two or More Races,5681.5
10080,Personal care and service occupations,2010,Two or More Races,4854.75
10085,Sales and related occupations,2010,Two or More Races,10670.25
10090,Office and administrative support occupations,2010,Two or More Races,11771.0
10095,"Farming, fishing, and forestry occupations",2010,Two or More Races,55.0
10100,Construction and extraction occupations,2010,Two or More Races,2840.0
10105,"Installation, maintenance, and repair occupations",2010,Two or More Races,2047.75
10110,Production occupations,2010,Two or More Races,2861.0
10115,Transportation occupations,2010,Two or More Races,4079.5
10120,Material moving occupations,2010,Two or More Races,1345.75
10250,Management occupations,2011,Two or More Races,8245.5
10255,Business and financial operations occupations,2011,Two or More Races,4531.75
10260,Computer and mathematical occupations,2011,Two or More Races,2223.25
10265,Architecture and engineering occupations,2011,Two or More Races,741.75
10270,"Life, physical, and social science occupations",2011,Two or More Races,667.5
10275,Community and social service occupations,2011,Two or More Races,2294.5
10280,Legal occupations,2011,Two or More Races,1729.25
10285,"Education, training, and library occupations",2011,Two or More Races,5685.0
10290,"Arts, design, entertainment, sports, and media occupations",2011,Two or More Races,3598.5
10295,Health diagnosing and treating practitioners and other technical occupations,2011,Two or More Races,3471.0
10300,Health technologists and technicians,2011,Two or More Races,1408.0
10305,Healthcare support occupations,2011,Two or More Races,4178.5
10310,"Fire fighting and prevention, and other protective service workers including supervisors",2011,Two or More Races,2473.0
10315,Law enforcement workers including supervisors,2011,Two or More Races,1170.75
10320,Food preparation and serving related occupations,2011,Two or More Races,5840.75
10325,Building and grounds cleaning and maintenance occupations,2011,Two or More Races,6018.5
10330,Personal care and service occupations,2011,Two or More Races,5006.75
10335,Sales and related occupations,2011,Two or More Races,11349.25
10340,Office and administrative support occupations,2011,Two or More Races,15367.0
10345,"Farming, fishing, and forestry occupations",2011,Two or More Races,70.0
10350,Construction and extraction occupations,2011,Two or More Races,2822.0
10355,"Installation, maintenance, and repair occupations",2011,Two or More Races,2379.75
10360,Production occupations,2011,Two or More Races,4225.0
10365,Transportation occupations,2011,Two or More Races,4958.5
10370,Material moving occupations,2011,Two or More Races,2120.75
10500,Management occupations,2012,Two or More Races,7909.5
10505,Business and financial operations occupations,2012,Two or More Races,4161.75
10510,Computer and mathematical occupations,2012,Two or More Races,2514.25
10515,Architecture and engineering occupations,2012,Two or More Races,1021.75
10520,"Life, physical, and social science occupations",2012,Two or More Races,427.5
10525,Community and social service occupations,2012,Two or More Races,2483.5
10530,Legal occupations,2012,Two or More Races,1490.25
10535,"Education, training, and library occupations",2012,Two or More Races,5857.0
10540,"Arts, design, entertainment, sports, and media occupations",2012,Two or More Races,2880.5
10545,Health diagnosing and treating practitioners and other technical occupations,2012,Two or More Races,2455.0
10550,Health technologists and technicians,2012,Two or More Races,1607.0
10555,Healthcare support occupations,2012,Two or More Races,6059.5
10560,"Fire fighting and prevention, and other protective service workers including supervisors",2012,Two or More Races,1913.0
10565,Law enforcement workers including supervisors,2012,Two or More Races,874.75
10570,Food preparation and serving related occupations,2012,Two or More Races,6744.75
10575,Building and grounds cleaning and maintenance occupations,2012,Two or More Races,5352.5
10580,Personal care and service occupations,2012,Two or More Races,5388.75
10585,Sales and related occupations,2012,Two or More Races,11183.25
10590,Office and administrative support occupations,2012,Two or More Races,14832.0
10595,"Farming, fishing, and forestry occupations",2012,Two or More Races,0.0
10600,Construction and extraction occupations,2012,Two or More Races,3504.0
10605,"Installation, maintenance, and repair occupations",2012,Two or More Races,2294.75
10610,Production occupations,2012,Two or More Races,3069.0
10615,Transportation occupations,2012,Two or More Races,4517.5
10620,Material moving occupations,2012,Two or More Races,1185.75
10750,Management occupations,2013,Two or More Races,9756.75
10755,Business and financial operations occupations,2013,Two or More Races,5405.25
10760,Computer and mathematical occupations,2013,Two or More Races,3810.875
10765,Architecture and engineering occupations,2013,Two or More Races,1169.125
10770,"Life, physical, and social science occupations",2013,Two or More Races,794.625
10775,Community and social service occupations,2013,Two or More Races,2447.125
10780,Legal occupations,2013,Two or More Races,1877.125
10785,"Education, training, and library occupations",2013,Two or More Races,6409.375
10790,"Arts, design, entertainment, sports, and media occupations",2013,Two or More Races,5488.75
10795,Health diagnosing and treating practitioners and other technical occupations,2013,Two or More Races,3222.25
10800,Health technologists and technicians,2013,Two or More Races,1124.5
10805,Healthcare support occupations,2013,Two or More Races,5341.125
10810,"Fire fighting and prevention, and other protective service workers including supervisors",2013,Two or More Races,2432.75
10815,Law enforcement workers including supervisors,2013,Two or More Races,996.625
10820,Food preparation and serving related occupations,2013,Two or More Races,6798.25
10825,Building and grounds cleaning and maintenance occupations,2013,Two or More Races,4625.0
10830,Personal care and service occupations,2013,Two or More Races,4771.0
10835,Sales and related occupations,2013,Two or More Races,11051.75
10840,Office and administrative support occupations,2013,Two or More Races,14212.625
10845,"Farming, fishing, and forestry occupations",2013,Two or More Races,0.0
10850,Construction and extraction occupations,2013,Two or More Races,3070.5
10855,"Installation, maintenance, and repair occupations",2013,Two or More Races,2711.875
10860,Production occupations,2013,Two or More Races,3113.75
10865,Transportation occupations,2013,Two or More Races,4523.5
10870,Material moving occupations,2013,Two or More Races,1752.375
11000,Management occupations,2014,Two or More Races,10171.25
11005,Business and financial operations occupations,2014,Two or More Races,5444.5
11010,Computer and mathematical occupations,2014,Two or More Races,2912.625
11015,Architecture and engineering occupations,2014,Two or More Races,990.375
11020,"Life, physical, and social science occupations",2014,Two or More Races,799.125
11025,Community and social service occupations,2014,Two or More Races,2087.625
11030,Legal occupations,2014,Two or More Races,1973.875
11035,"Education, training, and library occupations",2014,Two or More Races,7402.375
11040,"Arts, design, entertainment, sports, and media occupations",2014,Two or More Races,4691.25
11045,Health diagnosing and treating practitioners and other technical occupations,2014,Two or More Races,2627.25
11050,Health technologists and technicians,2014,Two or More Races,1658.5
11055,Healthcare support occupations,2014,Two or More Races,4750.625
11060,"Fire fighting and prevention, and other protective service workers including supervisors",2014,Two or More Races,1780.75
11065,Law enforcement workers including supervisors,2014,Two or More Races,743.875
11070,Food preparation and serving related occupations,2014,Two or More Races,6925.5
11075,Building and grounds cleaning and maintenance occupations,2014,Two or More Races,4679.5
11080,Personal care and service occupations,2014,Two or More Races,4718.25
11085,Sales and related occupations,2014,Two or More Races,9645.5
11090,Office and administrative support occupations,2014,Two or More Races,14005.625
11095,"Farming, fishing, and forestry occupations",2014,Two or More Races,219.0
11100,Construction and extraction occupations,2014,Two or More Races,4187.5
11105,"Installation, maintenance, and repair occupations",2014,Two or More Races,1625.125
11110,Production occupations,2014,Two or More Races,3469.75
11115,Transportation occupations,2014,Two or More Races,4862.0
11120,Material moving occupations,2014,Two or More Races,2031.625
11250,Management occupations,2015,Two or More Races,12859.0
11255,Business and financial operations occupations,2015,Two or More Races,6135.0
11260,Computer and mathematical occupations,2015,Two or More Races,3256.0
11265,Architecture and engineering occupations,2015,Two or More Races,967.0
11270,"Life, physical, and social science occupations",2015,Two or More Races,1248.0
11275,Community and social service occupations,2015,Two or More Races,2044.0
11280,Legal occupations,2015,Two or More Races,2275.0
11285,"Education, training, and library occupations",2015,Two or More Races,8003.0
11290,"Arts, design, entertainment, sports, and media occupations",2015,Two or More Races,5909.0
11295,Health diagnosing and treating practitioners and other technical occupations,2015,Two or More Races,4879.0
11300,Health technologists and technicians,2015,Two or More Races,2244.0
11305,Healthcare support occupations,2015,Two or More Races,5185.0
11310,"Fire fighting and prevention, and other protective service workers including supervisors",2015,Two or More Races,2353.0
11315,Law enforcement workers including supervisors,2015,Two or More Races,869.0
11320,Food preparation and serving related occupations,2015,Two or More Races,7292.0
11325,Building and grounds cleaning and maintenance occupations,2015,Two or More Races,4505.0
11330,Personal care and service occupations,2015,Two or More Races,5256.0
11335,Sales and related occupations,2015,Two or More Races,12758.0
11340,Office and administrative support occupations,2015,Two or More Races,14820.0
11345,"Farming, fishing, and forestry occupations",2015,Two or More Races,42.0
11350,Construction and extraction occupations,2015,Two or More Races,4126.0
11355,"Installation, maintenance, and repair occupations",2015,Two or More Races,3941.0
11360,Production occupations,2015,Two or More Races,2523.0
11365,Transportation occupations,2015,Two or More Races,4267.0
11370,Material moving occupations,2015,Two or More Races,2118.0
11500,Management occupations,2016,Two or More Races,13010.5
11505,Business and financial operations occupations,2016,Two or More Races,6317.75
11510,Computer and mathematical occupations,2016,Two or More Races,3678.25
11515,Architecture and engineering occupations,2016,Two or More Races,1363.75
11520,"Life, physical, and social science occupations",2016,Two or More Races,1647.5
11525,Community and social service occupations,2016,Two or More Races,2280.5
11530,Legal occupations,2016,Two or More Races,2713.25
11535,"Education, training, and library occupations",2016,Two or More Races,6646.0
11540,"Arts, design, entertainment, sports, and media occupations",2016,Two or More Races,5833.5
11545,Health diagnosing and treating practitioners and other technical occupations,2016,Two or More Races,3566.0
11550,Health technologists and technicians,2016,Two or More Races,1204.0
11555,Healthcare support occupations,2016,Two or More Races,7260.5
11560,"Fire fighting and prevention, and other protective service workers including supervisors",2016,Two or More Races,2366.0
11565,Law enforcement workers including supervisors,2016,Two or More Races,925.75
11570,Food preparation and serving related occupations,2016,Two or More Races,7233.75
11575,Building and grounds cleaning and maintenance occupations,2016,Two or More Races,5367.5
11580,Personal care and service occupations,2016,Two or More Races,7283.75
11585,Sales and related occupations,2016,Two or More Races,12045.25
11590,Office and administrative support occupations,2016,Two or More Races,15567.0
