,Label,"Bronx County, New York","Kings County, New York","New York County, New York","Queens County, New York","Richmond County, New York",race,year
2146,"Natural resources, construction, and maintenance occupations:_Male",25862.0,24550,9396.0,42627,4638.0,HISPANIC OR LATINO,2019
2147,"Farming, fishing, and forestry occupations_Male",529.0,34,0.0,169,0.0,HISPANIC OR LATINO,2019
2148,Construction and extraction occupations_Male,18669.0,20113,6184.0,35143,3447.0,HISPANIC OR LATINO,2019
2149,"Installation, maintenance, and repair occupations_Male",6664.0,4403,3212.0,7315,1191.0,HISPANIC OR LATINO,2019
2150,"Production, transportation, and material moving occupations:_Male",40815.0,20015,15270.0,35042,3365.0,HISPANIC OR LATINO,2019
2151,Production occupations_Male,9324.0,4859,2043.0,8284,481.0,HISPANIC OR LATINO,2019
2152,Transportation occupations_Male,19678.0,8266,11032.0,18512,1838.0,HISPANIC OR LATINO,2019
2153,Material moving occupations_Male,11813.0,6890,2195.0,8246,1046.0,HISPANIC OR LATINO,2019
2154,Female:_Female,169609.0,101552,96634.0,144953,17441.0,HISPANIC OR LATINO,2019
2155,"Management, business, science, and arts occupations:_Female",43194.0,30756,36535.0,38567,6909.0,HISPANIC OR LATINO,2019
2156,"Management, business, and financial occupations:_Female",15816.0,8778,13037.0,13905,2367.0,HISPANIC OR LATINO,2019
2157,Management occupations_Female,11146.0,5288,7923.0,8736,1145.0,HISPANIC OR LATINO,2019
2158,Business and financial operations occupations_Female,4670.0,3490,5114.0,5169,1222.0,HISPANIC OR LATINO,2019
2159,"Computer, engineering, and science occupations:_Female",1159.0,2064,1969.0,1336,460.0,HISPANIC OR LATINO,2019
2160,Computer and mathematical occupations_Female,656.0,1315,357.0,710,121.0,HISPANIC OR LATINO,2019
2161,Architecture and engineering occupations_Female,386.0,334,427.0,539,239.0,HISPANIC OR LATINO,2019
2162,"Life, physical, and social science occupations_Female",117.0,415,1185.0,87,100.0,HISPANIC OR LATINO,2019
2163,"Education, legal, community service, arts, and media occupations:_Female",20028.0,15734,17099.0,19062,3034.0,HISPANIC OR LATINO,2019
2164,Community and social service occupations_Female,7098.0,3926,3300.0,3381,812.0,HISPANIC OR LATINO,2019
2165,Legal occupations_Female,1237.0,1563,1801.0,1294,340.0,HISPANIC OR LATINO,2019
2166,"Education, training, and library occupations_Female",10323.0,6758,8670.0,12424,1547.0,HISPANIC OR LATINO,2019
2167,"Arts, design, entertainment, sports, and media occupations_Female",1370.0,3487,3328.0,1963,335.0,HISPANIC OR LATINO,2019
2168,Healthcare practitioners and technical occupations:_Female,6191.0,4180,4430.0,4264,1048.0,HISPANIC OR LATINO,2019
2169,Health diagnosing and treating practitioners and other technical occupations_Female,2910.0,2090,1596.0,2939,760.0,HISPANIC OR LATINO,2019
2170,Health technologists and technicians_Female,3281.0,2090,2834.0,1325,288.0,HISPANIC OR LATINO,2019
2171,Service occupations:_Female,72364.0,36964,31413.0,56012,5751.0,HISPANIC OR LATINO,2019
2172,Healthcare support occupations_Female,35192.0,14467,13272.0,13934,1793.0,HISPANIC OR LATINO,2019
2173,Protective service occupations:_Female,4241.0,1200,1549.0,1727,373.0,HISPANIC OR LATINO,2019
2174,"Fire fighting and prevention, and other protective service workers including supervisors_Female",3046.0,662,1079.0,1230,0.0,HISPANIC OR LATINO,2019
2175,Law enforcement workers including supervisors_Female,1195.0,538,470.0,497,373.0,HISPANIC OR LATINO,2019
2176,Food preparation and serving related occupations_Female,11087.0,4576,5633.0,12078,570.0,HISPANIC OR LATINO,2019
2177,Building and grounds cleaning and maintenance occupations_Female,9111.0,9764,4565.0,18103,1673.0,HISPANIC OR LATINO,2019
2178,Personal care and service occupations_Female,12733.0,6957,6394.0,10170,1342.0,HISPANIC OR LATINO,2019
2179,Sales and office occupations:_Female,42680.0,27152,23525.0,38517,4150.0,HISPANIC OR LATINO,2019
2180,Sales and related occupations_Female,15420.0,10083,10148.0,15238,2512.0,HISPANIC OR LATINO,2019
2181,Office and administrative support occupations_Female,27260.0,17069,13377.0,23279,1638.0,HISPANIC OR LATINO,2019
2182,"Natural resources, construction, and maintenance occupations:_Female",1027.0,1038,1207.0,2052,268.0,HISPANIC OR LATINO,2019
2183,"Farming, fishing, and forestry occupations_Female",518.0,79,295.0,272,268.0,HISPANIC OR LATINO,2019
2184,Construction and extraction occupations_Female,176.0,782,645.0,1361,0.0,HISPANIC OR LATINO,2019
2185,"Installation, maintenance, and repair occupations_Female",333.0,177,267.0,419,0.0,HISPANIC OR LATINO,2019
2186,"Production, transportation, and material moving occupations:_Female",10344.0,5642,3954.0,9805,363.0,HISPANIC OR LATINO,2019
2187,Production occupations_Female,4814.0,2292,1430.0,5527,181.0,HISPANIC OR LATINO,2019
2188,Transportation occupations_Female,2840.0,1496,754.0,2075,182.0,HISPANIC OR LATINO,2019
2189,Material moving occupations_Female,2690.0,1854,1770.0,2203,0.0,HISPANIC OR LATINO,2019
2190,Total:,179576.0,84438,75334.0,136409,,Some Other Race Alone,2010
2191,Male:,96201.0,48456,42397.0,77334,,Some Other Race Alone,2010
2192,"Management, business, science, and arts occupations:_Male",10280.0,7535,7667.0,9230,,Some Other Race Alone,2010
2193,"Management, business, and financial occupations:_Male",4551.0,3150,3707.0,4517,,Some Other Race Alone,2010
2194,Management occupations_Male,3447.0,2827,2725.0,3381,,Some Other Race Alone,2010
2195,Business and financial operations occupations_Male,1104.0,323,982.0,1136,,Some Other Race Alone,2010
2196,"Computer, engineering, and science occupations:_Male",1576.0,537,769.0,1171,,Some Other Race Alone,2010
2197,Computer and mathematical occupations_Male,1162.0,226,179.0,521,,Some Other Race Alone,2010
2198,Architecture and engineering occupations_Male,316.0,163,513.0,508,,Some Other Race Alone,2010
2199,"Life, physical, and social science occupations_Male",98.0,148,77.0,142,,Some Other Race Alone,2010
2200,"Education, legal, community service, arts, and media occupations:_Male",3697.0,3336,2540.0,2392,,Some Other Race Alone,2010
2201,Community and social service occupations_Male,734.0,442,507.0,532,,Some Other Race Alone,2010
2202,Legal occupations_Male,0.0,384,235.0,0,,Some Other Race Alone,2010
2203,"Education, training, and library occupations_Male",1882.0,783,481.0,1023,,Some Other Race Alone,2010
2204,"Arts, design, entertainment, sports, and media occupations_Male",1081.0,1727,1317.0,837,,Some Other Race Alone,2010
2205,Healthcare practitioners and technical occupations:_Male,456.0,512,651.0,1150,,Some Other Race Alone,2010
2206,Health diagnosing and treating practitioners and other technical occupations_Male,116.0,52,341.0,576,,Some Other Race Alone,2010
2207,Health technologists and technicians_Male,340.0,460,310.0,574,,Some Other Race Alone,2010
2208,Service occupations:_Male,30676.0,13411,14859.0,22317,,Some Other Race Alone,2010
2209,Healthcare support occupations_Male,796.0,63,99.0,127,,Some Other Race Alone,2010
2210,Protective service occupations:_Male,3648.0,1961,1015.0,2980,,Some Other Race Alone,2010
2211,"Fire fighting and prevention, and other protective service workers including supervisors_Male",2330.0,1552,611.0,1529,,Some Other Race Alone,2010
2212,Law enforcement workers including supervisors_Male,1318.0,409,404.0,1451,,Some Other Race Alone,2010
2213,Food preparation and serving related occupations_Male,10435.0,6471,6600.0,10478,,Some Other Race Alone,2010
2214,Building and grounds cleaning and maintenance occupations_Male,12179.0,4177,5280.0,6888,,Some Other Race Alone,2010
2215,Personal care and service occupations_Male,3618.0,739,1865.0,1844,,Some Other Race Alone,2010
2216,Sales and office occupations:_Male,16251.0,8285,7362.0,12897,,Some Other Race Alone,2010
2217,Sales and related occupations_Male,8491.0,3835,3891.0,5937,,Some Other Race Alone,2010
2218,Office and administrative support occupations_Male,7760.0,4450,3471.0,6960,,Some Other Race Alone,2010
2219,"Natural resources, construction, and maintenance occupations:_Male",16685.0,9948,3614.0,18413,,Some Other Race Alone,2010
2220,"Farming, fishing, and forestry occupations_Male",231.0,0,0.0,0,,Some Other Race Alone,2010
2221,Construction and extraction occupations_Male,12245.0,7339,3084.0,13964,,Some Other Race Alone,2010
2222,"Installation, maintenance, and repair occupations_Male",4209.0,2609,530.0,4449,,Some Other Race Alone,2010
2223,"Production, transportation, and material moving occupations:_Male",22309.0,9277,8895.0,14477,,Some Other Race Alone,2010
2224,Production occupations_Male,6995.0,1488,1930.0,5801,,Some Other Race Alone,2010
2225,Transportation occupations_Male,12034.0,4090,4193.0,5966,,Some Other Race Alone,2010
2226,Material moving occupations_Male,3280.0,3699,2772.0,2710,,Some Other Race Alone,2010
2227,Female:_Female,83375.0,35982,32937.0,59075,,Some Other Race Alone,2010
2228,"Management, business, science, and arts occupations:_Female",14763.0,7405,6518.0,14253,,Some Other Race Alone,2010
2229,"Management, business, and financial occupations:_Female",4326.0,2547,2643.0,4270,,Some Other Race Alone,2010
2230,Management occupations_Female,2670.0,1557,2038.0,1701,,Some Other Race Alone,2010
2231,Business and financial operations occupations_Female,1656.0,990,605.0,2569,,Some Other Race Alone,2010
2232,"Computer, engineering, and science occupations:_Female",520.0,518,275.0,307,,Some Other Race Alone,2010
2233,Computer and mathematical occupations_Female,78.0,279,159.0,96,,Some Other Race Alone,2010
2234,Architecture and engineering occupations_Female,256.0,176,0.0,102,,Some Other Race Alone,2010
2235,"Life, physical, and social science occupations_Female",186.0,63,116.0,109,,Some Other Race Alone,2010
2236,"Education, legal, community service, arts, and media occupations:_Female",7528.0,3555,3176.0,6564,,Some Other Race Alone,2010
2237,Community and social service occupations_Female,1844.0,549,421.0,1743,,Some Other Race Alone,2010
2238,Legal occupations_Female,492.0,181,251.0,953,,Some Other Race Alone,2010
2239,"Education, training, and library occupations_Female",4529.0,2136,1478.0,3068,,Some Other Race Alone,2010
2240,"Arts, design, entertainment, sports, and media occupations_Female",663.0,689,1026.0,800,,Some Other Race Alone,2010
2241,Healthcare practitioners and technical occupations:_Female,2389.0,785,424.0,3112,,Some Other Race Alone,2010
2242,Health diagnosing and treating practitioners and other technical occupations_Female,1464.0,297,334.0,1822,,Some Other Race Alone,2010
2243,Health technologists and technicians_Female,925.0,488,90.0,1290,,Some Other Race Alone,2010
2244,Service occupations:_Female,36729.0,14303,13922.0,22889,,Some Other Race Alone,2010
2245,Healthcare support occupations_Female,13737.0,5266,4862.0,4568,,Some Other Race Alone,2010
2246,Protective service occupations:_Female,1343.0,443,58.0,920,,Some Other Race Alone,2010
2247,"Fire fighting and prevention, and other protective service workers including supervisors_Female",976.0,155,58.0,551,,Some Other Race Alone,2010
2248,Law enforcement workers including supervisors_Female,367.0,288,0.0,369,,Some Other Race Alone,2010
2249,Food preparation and serving related occupations_Female,4715.0,1844,2380.0,3622,,Some Other Race Alone,2010
2250,Building and grounds cleaning and maintenance occupations_Female,6197.0,3485,2958.0,8359,,Some Other Race Alone,2010
2251,Personal care and service occupations_Female,10737.0,3265,3664.0,5420,,Some Other Race Alone,2010
2252,Sales and office occupations:_Female,26171.0,10752,9652.0,15755,,Some Other Race Alone,2010
2253,Sales and related occupations_Female,10732.0,2777,4366.0,6313,,Some Other Race Alone,2010
2254,Office and administrative support occupations_Female,15439.0,7975,5286.0,9442,,Some Other Race Alone,2010
2255,"Natural resources, construction, and maintenance occupations:_Female",620.0,62,155.0,182,,Some Other Race Alone,2010
2256,"Farming, fishing, and forestry occupations_Female",0.0,0,0.0,0,,Some Other Race Alone,2010
2257,Construction and extraction occupations_Female,337.0,0,0.0,182,,Some Other Race Alone,2010
2258,"Installation, maintenance, and repair occupations_Female",283.0,62,155.0,0,,Some Other Race Alone,2010
2259,"Production, transportation, and material moving occupations:_Female",5092.0,3460,2690.0,5996,,Some Other Race Alone,2010
2260,Production occupations_Female,2049.0,2136,2035.0,3346,,Some Other Race Alone,2010
2261,Transportation occupations_Female,1585.0,269,122.0,1067,,Some Other Race Alone,2010
2262,Material moving occupations_Female,1458.0,1055,533.0,1583,,Some Other Race Alone,2010
2263,Total:,196823.0,91734,84898.0,135033,,Some Other Race Alone,2011
2264,Male:,102933.0,53185,45997.0,76186,,Some Other Race Alone,2011
2265,"Management, business, science, and arts occupations:_Male",11058.0,5558,7620.0,8949,,Some Other Race Alone,2011
2266,"Management, business, and financial occupations:_Male",4628.0,2670,3537.0,4741,,Some Other Race Alone,2011
2267,Management occupations_Male,3144.0,1986,2614.0,2709,,Some Other Race Alone,2011
2268,Business and financial operations occupations_Male,1484.0,684,923.0,2032,,Some Other Race Alone,2011
2269,"Computer, engineering, and science occupations:_Male",989.0,688,1347.0,1104,,Some Other Race Alone,2011
2270,Computer and mathematical occupations_Male,379.0,364,296.0,793,,Some Other Race Alone,2011
2271,Architecture and engineering occupations_Male,552.0,324,254.0,311,,Some Other Race Alone,2011
2272,"Life, physical, and social science occupations_Male",58.0,0,797.0,0,,Some Other Race Alone,2011
2273,"Education, legal, community service, arts, and media occupations:_Male",4448.0,1951,2460.0,2362,,Some Other Race Alone,2011
2274,Community and social service occupations_Male,1051.0,256,390.0,803,,Some Other Race Alone,2011
2275,Legal occupations_Male,235.0,92,227.0,144,,Some Other Race Alone,2011
2276,"Education, training, and library occupations_Male",1548.0,991,633.0,318,,Some Other Race Alone,2011
2277,"Arts, design, entertainment, sports, and media occupations_Male",1614.0,612,1210.0,1097,,Some Other Race Alone,2011
2278,Healthcare practitioners and technical occupations:_Male,993.0,249,276.0,742,,Some Other Race Alone,2011
2279,Health diagnosing and treating practitioners and other technical occupations_Male,130.0,219,137.0,244,,Some Other Race Alone,2011
2280,Health technologists and technicians_Male,863.0,30,139.0,498,,Some Other Race Alone,2011
2281,Service occupations:_Male,33002.0,17154,17365.0,25054,,Some Other Race Alone,2011
2282,Healthcare support occupations_Male,151.0,184,273.0,525,,Some Other Race Alone,2011
2283,Protective service occupations:_Male,5093.0,1478,1621.0,1736,,Some Other Race Alone,2011
2284,"Fire fighting and prevention, and other protective service workers including supervisors_Male",3732.0,1399,1443.0,1102,,Some Other Race Alone,2011
2285,Law enforcement workers including supervisors_Male,1361.0,79,178.0,634,,Some Other Race Alone,2011
2286,Food preparation and serving related occupations_Male,13462.0,7920,8121.0,12082,,Some Other Race Alone,2011
2287,Building and grounds cleaning and maintenance occupations_Male,11093.0,5194,5345.0,8446,,Some Other Race Alone,2011
2288,Personal care and service occupations_Male,3203.0,2378,2005.0,2265,,Some Other Race Alone,2011
2289,Sales and office occupations:_Male,23455.0,7990,7708.0,14980,,Some Other Race Alone,2011
2290,Sales and related occupations_Male,11825.0,4155,3273.0,7911,,Some Other Race Alone,2011
2291,Office and administrative support occupations_Male,11630.0,3835,4435.0,7069,,Some Other Race Alone,2011
2292,"Natural resources, construction, and maintenance occupations:_Male",17104.0,11051,4319.0,16085,,Some Other Race Alone,2011
2293,"Farming, fishing, and forestry occupations_Male",1937.0,223,0.0,153,,Some Other Race Alone,2011
2294,Construction and extraction occupations_Male,10033.0,8420,2963.0,12079,,Some Other Race Alone,2011
2295,"Installation, maintenance, and repair occupations_Male",5134.0,2408,1356.0,3853,,Some Other Race Alone,2011
2296,"Production, transportation, and material moving occupations:_Male",18314.0,11432,8985.0,11118,,Some Other Race Alone,2011
2297,Production occupations_Male,4948.0,4179,2125.0,3249,,Some Other Race Alone,2011
2298,Transportation occupations_Male,9168.0,4314,6027.0,6089,,Some Other Race Alone,2011
2299,Material moving occupations_Male,4198.0,2939,833.0,1780,,Some Other Race Alone,2011
2300,Female:_Female,93890.0,38549,38901.0,58847,,Some Other Race Alone,2011
2301,"Management, business, science, and arts occupations:_Female",17685.0,7530,9815.0,12526,,Some Other Race Alone,2011
2302,"Management, business, and financial occupations:_Female",6339.0,1588,2896.0,4592,,Some Other Race Alone,2011
2303,Management occupations_Female,3678.0,818,1168.0,2960,,Some Other Race Alone,2011
2304,Business and financial operations occupations_Female,2661.0,770,1728.0,1632,,Some Other Race Alone,2011
2305,"Computer, engineering, and science occupations:_Female",357.0,326,260.0,366,,Some Other Race Alone,2011
2306,Computer and mathematical occupations_Female,178.0,247,223.0,210,,Some Other Race Alone,2011
2307,Architecture and engineering occupations_Female,102.0,79,0.0,156,,Some Other Race Alone,2011
2308,"Life, physical, and social science occupations_Female",77.0,0,37.0,0,,Some Other Race Alone,2011
2309,"Education, legal, community service, arts, and media occupations:_Female",8572.0,4724,5174.0,4762,,Some Other Race Alone,2011
2310,Community and social service occupations_Female,1812.0,1416,405.0,825,,Some Other Race Alone,2011
2311,Legal occupations_Female,718.0,458,1293.0,468,,Some Other Race Alone,2011
2312,"Education, training, and library occupations_Female",5545.0,2360,2837.0,2961,,Some Other Race Alone,2011
2313,"Arts, design, entertainment, sports, and media occupations_Female",497.0,490,639.0,508,,Some Other Race Alone,2011
2314,Healthcare practitioners and technical occupations:_Female,2417.0,892,1485.0,2806,,Some Other Race Alone,2011
2315,Health diagnosing and treating practitioners and other technical occupations_Female,829.0,464,1118.0,1180,,Some Other Race Alone,2011
2316,Health technologists and technicians_Female,1588.0,428,367.0,1626,,Some Other Race Alone,2011
2317,Service occupations:_Female,42888.0,16132,14370.0,22671,,Some Other Race Alone,2011
2318,Healthcare support occupations_Female,12835.0,4463,4833.0,4587,,Some Other Race Alone,2011
2319,Protective service occupations:_Female,2462.0,916,383.0,748,,Some Other Race Alone,2011
2320,"Fire fighting and prevention, and other protective service workers including supervisors_Female",2185.0,916,346.0,510,,Some Other Race Alone,2011
2321,Law enforcement workers including supervisors_Female,277.0,0,37.0,238,,Some Other Race Alone,2011
2322,Food preparation and serving related occupations_Female,4002.0,2613,3045.0,4368,,Some Other Race Alone,2011
2323,Building and grounds cleaning and maintenance occupations_Female,7360.0,5022,1271.0,6961,,Some Other Race Alone,2011
2324,Personal care and service occupations_Female,16229.0,3118,4838.0,6007,,Some Other Race Alone,2011
2325,Sales and office occupations:_Female,26695.0,10962,11763.0,18684,,Some Other Race Alone,2011
2326,Sales and related occupations_Female,11494.0,5094,4581.0,8615,,Some Other Race Alone,2011
2327,Office and administrative support occupations_Female,15201.0,5868,7182.0,10069,,Some Other Race Alone,2011
2328,"Natural resources, construction, and maintenance occupations:_Female",900.0,34,425.0,839,,Some Other Race Alone,2011
2329,"Farming, fishing, and forestry occupations_Female",61.0,34,0.0,0,,Some Other Race Alone,2011
2330,Construction and extraction occupations_Female,771.0,0,364.0,839,,Some Other Race Alone,2011
2331,"Installation, maintenance, and repair occupations_Female",68.0,0,61.0,0,,Some Other Race Alone,2011
2332,"Production, transportation, and material moving occupations:_Female",5722.0,3891,2528.0,4127,,Some Other Race Alone,2011
2333,Production occupations_Female,3017.0,2119,1927.0,2169,,Some Other Race Alone,2011
2334,Transportation occupations_Female,1362.0,674,0.0,420,,Some Other Race Alone,2011
2335,Material moving occupations_Female,1343.0,1098,601.0,1538,,Some Other Race Alone,2011
2336,Total:,208237.0,92614,80253.0,140826,,Some Other Race Alone,2012
2337,Male:,106666.0,54314,38299.0,80319,,Some Other Race Alone,2012
2338,"Management, business, science, and arts occupations:_Male",14176.0,7373,5121.0,8983,,Some Other Race Alone,2012
2339,"Management, business, and financial occupations:_Male",7375.0,3259,3076.0,4441,,Some Other Race Alone,2012
2340,Management occupations_Male,5734.0,2290,2604.0,3069,,Some Other Race Alone,2012
2341,Business and financial operations occupations_Male,1641.0,969,472.0,1372,,Some Other Race Alone,2012
2342,"Computer, engineering, and science occupations:_Male",1800.0,683,303.0,791,,Some Other Race Alone,2012
2343,Computer and mathematical occupations_Male,1240.0,365,258.0,583,,Some Other Race Alone,2012
2344,Architecture and engineering occupations_Male,303.0,160,0.0,162,,Some Other Race Alone,2012
2345,"Life, physical, and social science occupations_Male",257.0,158,45.0,46,,Some Other Race Alone,2012
2346,"Education, legal, community service, arts, and media occupations:_Male",4506.0,2852,1647.0,2685,,Some Other Race Alone,2012
2347,Community and social service occupations_Male,1123.0,454,188.0,322,,Some Other Race Alone,2012
2348,Legal occupations_Male,193.0,374,296.0,376,,Some Other Race Alone,2012
2349,"Education, training, and library occupations_Male",1286.0,1179,998.0,585,,Some Other Race Alone,2012
2350,"Arts, design, entertainment, sports, and media occupations_Male",1904.0,845,165.0,1402,,Some Other Race Alone,2012
2351,Healthcare practitioners and technical occupations:_Male,495.0,579,95.0,1066,,Some Other Race Alone,2012
2352,Health diagnosing and treating practitioners and other technical occupations_Male,299.0,227,95.0,664,,Some Other Race Alone,2012
2353,Health technologists and technicians_Male,196.0,352,0.0,402,,Some Other Race Alone,2012
2354,Service occupations:_Male,36703.0,17014,12720.0,21592,,Some Other Race Alone,2012
2355,Healthcare support occupations_Male,1153.0,702,39.0,447,,Some Other Race Alone,2012
2356,Protective service occupations:_Male,3323.0,2201,875.0,2868,,Some Other Race Alone,2012
2357,"Fire fighting and prevention, and other protective service workers including supervisors_Male",2822.0,1070,744.0,2185,,Some Other Race Alone,2012
2358,Law enforcement workers including supervisors_Male,501.0,1131,131.0,683,,Some Other Race Alone,2012
2359,Food preparation and serving related occupations_Male,16159.0,7561,6161.0,9427,,Some Other Race Alone,2012
2360,Building and grounds cleaning and maintenance occupations_Male,13826.0,5302,3837.0,6269,,Some Other Race Alone,2012
2361,Personal care and service occupations_Male,2242.0,1248,1808.0,2581,,Some Other Race Alone,2012
2362,Sales and office occupations:_Male,17315.0,8841,7999.0,13491,,Some Other Race Alone,2012
2363,Sales and related occupations_Male,7872.0,4904,4164.0,6419,,Some Other Race Alone,2012
2364,Office and administrative support occupations_Male,9443.0,3937,3835.0,7072,,Some Other Race Alone,2012
2365,"Natural resources, construction, and maintenance occupations:_Male",13638.0,9933,4064.0,18278,,Some Other Race Alone,2012
2366,"Farming, fishing, and forestry occupations_Male",48.0,0,0.0,597,,Some Other Race Alone,2012
2367,Construction and extraction occupations_Male,9791.0,7494,2507.0,14250,,Some Other Race Alone,2012
2368,"Installation, maintenance, and repair occupations_Male",3799.0,2439,1557.0,3431,,Some Other Race Alone,2012
2369,"Production, transportation, and material moving occupations:_Male",24834.0,11153,8395.0,17975,,Some Other Race Alone,2012
2370,Production occupations_Male,5777.0,4449,2611.0,4616,,Some Other Race Alone,2012
2371,Transportation occupations_Male,13522.0,5055,3932.0,9811,,Some Other Race Alone,2012
2372,Material moving occupations_Male,5535.0,1649,1852.0,3548,,Some Other Race Alone,2012
2373,Female:_Female,101571.0,38300,41954.0,60507,,Some Other Race Alone,2012
2374,"Management, business, science, and arts occupations:_Female",19683.0,8339,10917.0,11532,,Some Other Race Alone,2012
2375,"Management, business, and financial occupations:_Female",6237.0,2154,3837.0,3630,,Some Other Race Alone,2012
2376,Management occupations_Female,3574.0,1533,2903.0,1664,,Some Other Race Alone,2012
2377,Business and financial operations occupations_Female,2663.0,621,934.0,1966,,Some Other Race Alone,2012
2378,"Computer, engineering, and science occupations:_Female",568.0,228,367.0,631,,Some Other Race Alone,2012
2379,Computer and mathematical occupations_Female,224.0,51,297.0,163,,Some Other Race Alone,2012
2380,Architecture and engineering occupations_Female,26.0,93,0.0,338,,Some Other Race Alone,2012
2381,"Life, physical, and social science occupations_Female",318.0,84,70.0,130,,Some Other Race Alone,2012
2382,"Education, legal, community service, arts, and media occupations:_Female",11235.0,4893,5322.0,4912,,Some Other Race Alone,2012
2383,Community and social service occupations_Female,2793.0,1283,606.0,1404,,Some Other Race Alone,2012
2384,Legal occupations_Female,298.0,463,729.0,431,,Some Other Race Alone,2012
2385,"Education, training, and library occupations_Female",7286.0,2756,2806.0,2911,,Some Other Race Alone,2012
2386,"Arts, design, entertainment, sports, and media occupations_Female",858.0,391,1181.0,166,,Some Other Race Alone,2012
2387,Healthcare practitioners and technical occupations:_Female,1643.0,1064,1391.0,2359,,Some Other Race Alone,2012
2388,Health diagnosing and treating practitioners and other technical occupations_Female,950.0,733,1082.0,1256,,Some Other Race Alone,2012
2389,Health technologists and technicians_Female,693.0,331,309.0,1103,,Some Other Race Alone,2012
2390,Service occupations:_Female,44352.0,15449,16070.0,23061,,Some Other Race Alone,2012
2391,Healthcare support occupations_Female,13066.0,4915,6807.0,4607,,Some Other Race Alone,2012
2392,Protective service occupations:_Female,2638.0,663,505.0,690,,Some Other Race Alone,2012
2393,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1579.0,430,366.0,191,,Some Other Race Alone,2012
2394,Law enforcement workers including supervisors_Female,1059.0,233,139.0,499,,Some Other Race Alone,2012
2395,Food preparation and serving related occupations_Female,6307.0,1624,2863.0,3250,,Some Other Race Alone,2012
2396,Building and grounds cleaning and maintenance occupations_Female,7979.0,4726,1914.0,8551,,Some Other Race Alone,2012
2397,Personal care and service occupations_Female,14362.0,3521,3981.0,5963,,Some Other Race Alone,2012
2398,Sales and office occupations:_Female,29919.0,11187,11698.0,20486,,Some Other Race Alone,2012
2399,Sales and related occupations_Female,13990.0,5113,5610.0,5822,,Some Other Race Alone,2012
2400,Office and administrative support occupations_Female,15929.0,6074,6088.0,14664,,Some Other Race Alone,2012
2401,"Natural resources, construction, and maintenance occupations:_Female",493.0,132,176.0,610,,Some Other Race Alone,2012
2402,"Farming, fishing, and forestry occupations_Female",0.0,0,132.0,0,,Some Other Race Alone,2012
2403,Construction and extraction occupations_Female,57.0,0,44.0,518,,Some Other Race Alone,2012
2404,"Installation, maintenance, and repair occupations_Female",436.0,132,0.0,92,,Some Other Race Alone,2012
2405,"Production, transportation, and material moving occupations:_Female",7124.0,3193,3093.0,4818,,Some Other Race Alone,2012
2406,Production occupations_Female,3855.0,2157,2299.0,3004,,Some Other Race Alone,2012
2407,Transportation occupations_Female,1340.0,219,145.0,890,,Some Other Race Alone,2012
2408,Material moving occupations_Female,1929.0,817,649.0,924,,Some Other Race Alone,2012
2409,Total:,206779.0,95977,84433.0,123448,,Some Other Race Alone,2013
2410,Male:,106237.0,56209,44720.0,71617,,Some Other Race Alone,2013
2411,"Management, business, science, and arts occupations:_Male",14650.0,5992,7466.0,8393,,Some Other Race Alone,2013
2412,"Management, business, and financial occupations:_Male",6224.0,2468,2693.0,5024,,Some Other Race Alone,2013
2413,Management occupations_Male,4291.0,2112,2393.0,3849,,Some Other Race Alone,2013
2414,Business and financial operations occupations_Male,1933.0,356,300.0,1175,,Some Other Race Alone,2013
2415,"Computer, engineering, and science occupations:_Male",1572.0,434,335.0,1462,,Some Other Race Alone,2013
2416,Computer and mathematical occupations_Male,922.0,296,335.0,1209,,Some Other Race Alone,2013
2417,Architecture and engineering occupations_Male,397.0,138,0.0,217,,Some Other Race Alone,2013
2418,"Life, physical, and social science occupations_Male",253.0,0,0.0,36,,Some Other Race Alone,2013
2419,"Education, legal, community service, arts, and media occupations:_Male",5316.0,2419,3923.0,1296,,Some Other Race Alone,2013
2420,Community and social service occupations_Male,1613.0,571,804.0,291,,Some Other Race Alone,2013
2421,Legal occupations_Male,161.0,230,377.0,30,,Some Other Race Alone,2013
2422,"Education, training, and library occupations_Male",1874.0,846,1155.0,666,,Some Other Race Alone,2013
2423,"Arts, design, entertainment, sports, and media occupations_Male",1668.0,772,1587.0,309,,Some Other Race Alone,2013
2424,Healthcare practitioners and technical occupations:_Male,1538.0,671,515.0,611,,Some Other Race Alone,2013
2425,Health diagnosing and treating practitioners and other technical occupations_Male,787.0,502,133.0,209,,Some Other Race Alone,2013
2426,Health technologists and technicians_Male,751.0,169,382.0,402,,Some Other Race Alone,2013
2427,Service occupations:_Male,34256.0,19383,14823.0,19804,,Some Other Race Alone,2013
2428,Healthcare support occupations_Male,1379.0,498,300.0,737,,Some Other Race Alone,2013
2429,Protective service occupations:_Male,3056.0,1714,1785.0,1138,,Some Other Race Alone,2013
2430,"Fire fighting and prevention, and other protective service workers including supervisors_Male",2261.0,1217,1616.0,780,,Some Other Race Alone,2013
2431,Law enforcement workers including supervisors_Male,795.0,497,169.0,358,,Some Other Race Alone,2013
2432,Food preparation and serving related occupations_Male,14029.0,9990,7137.0,9367,,Some Other Race Alone,2013
2433,Building and grounds cleaning and maintenance occupations_Male,12276.0,5932,4543.0,6784,,Some Other Race Alone,2013
2434,Personal care and service occupations_Male,3516.0,1249,1058.0,1778,,Some Other Race Alone,2013
