"Occupations","Gender","Boroughs","year","Salary","year_range","Salary_avg"
"Education, training, and library occupations","Male","Bronx County","year2011",51832,"year2010_2013",42956.75
"Education, training, and library occupations","Male","Bronx County","year2012",34219,"year2010_2013",42956.75
"Education, training, and library occupations","Male","Bronx County","year2013",39688,"year2010_2013",42956.75
"Education, training, and library occupations","Male","Bronx County","year2014",38790,"year2014_2016",38381
"Education, training, and library occupations","Male","Bronx County","year2015",43103,"year2014_2016",38381
"Education, training, and library occupations","Male","Bronx County","year2016",33250,"year2014_2016",38381
"Education, training, and library occupations","Male","Bronx County","year2017",51480,"year2017_2019",47099.3333333333
"Education, training, and library occupations","Male","Bronx County","year2018",44607,"year2017_2019",47099.3333333333
"Education, training, and library occupations","Male","Bronx County","year2019",45211,"year2017_2019",47099.3333333333
"Education, training, and library occupations","Male","Kings County","year2010",45696,"year2010_2013",40093.25
"Education, training, and library occupations","Male","Kings County","year2011",36438,"year2010_2013",40093.25
"Education, training, and library occupations","Male","Kings County","year2012",36770,"year2010_2013",40093.25
"Education, training, and library occupations","Male","Kings County","year2013",41469,"year2010_2013",40093.25
"Education, training, and library occupations","Male","Kings County","year2014",38062,"year2014_2016",42738.3333333333
"Education, training, and library occupations","Male","Kings County","year2015",49485,"year2014_2016",42738.3333333333
"Education, training, and library occupations","Male","Kings County","year2016",40668,"year2014_2016",42738.3333333333
"Education, training, and library occupations","Male","Kings County","year2017",41155,"year2017_2019",46563
"Education, training, and library occupations","Male","Kings County","year2018",42179,"year2017_2019",46563
"Education, training, and library occupations","Male","Kings County","year2019",56355,"year2017_2019",46563
"Education, training, and library occupations","Male","New York County","year2010",54339,"year2010_2013",55966.25
"Education, training, and library occupations","Male","New York County","year2011",56169,"year2010_2013",55966.25
"Education, training, and library occupations","Male","New York County","year2012",61053,"year2010_2013",55966.25
"Education, training, and library occupations","Male","New York County","year2013",52304,"year2010_2013",55966.25
"Education, training, and library occupations","Male","New York County","year2014",60789,"year2014_2016",57521.6666666667
"Education, training, and library occupations","Male","New York County","year2015",60309,"year2014_2016",57521.6666666667
"Education, training, and library occupations","Male","New York County","year2016",51467,"year2014_2016",57521.6666666667
"Education, training, and library occupations","Male","New York County","year2017",68066,"year2017_2019",62111
"Education, training, and library occupations","Male","New York County","year2018",57234,"year2017_2019",62111
"Education, training, and library occupations","Male","New York County","year2019",61033,"year2017_2019",62111
"Education, training, and library occupations","Male","Queens County","year2010",56816,"year2010_2013",46791.25
"Education, training, and library occupations","Male","Queens County","year2011",44706,"year2010_2013",46791.25
"Education, training, and library occupations","Male","Queens County","year2012",37108,"year2010_2013",46791.25
"Education, training, and library occupations","Male","Queens County","year2013",48535,"year2010_2013",46791.25
"Education, training, and library occupations","Male","Queens County","year2014",54195,"year2014_2016",53651.3333333333
"Education, training, and library occupations","Male","Queens County","year2015",55003,"year2014_2016",53651.3333333333
"Education, training, and library occupations","Male","Queens County","year2016",51756,"year2014_2016",53651.3333333333
"Education, training, and library occupations","Male","Queens County","year2017",51423,"year2017_2019",54257.3333333333
"Education, training, and library occupations","Male","Queens County","year2018",60089,"year2017_2019",54257.3333333333
"Education, training, and library occupations","Male","Queens County","year2019",51260,"year2017_2019",54257.3333333333
"Education, training, and library occupations","Male","Richmond County","year2010",59548,"year2010_2013",52453
"Education, training, and library occupations","Male","Richmond County","year2011",60188,"year2010_2013",52453
"Education, training, and library occupations","Male","Richmond County","year2012",38720,"year2010_2013",52453
"Education, training, and library occupations","Male","Richmond County","year2013",51356,"year2010_2013",52453
"Education, training, and library occupations","Male","Richmond County","year2014",49123,"year2014_2016",62154.6666666667
"Education, training, and library occupations","Male","Richmond County","year2015",70941,"year2014_2016",62154.6666666667
"Education, training, and library occupations","Male","Richmond County","year2016",66400,"year2014_2016",62154.6666666667
"Education, training, and library occupations","Male","Richmond County","year2017",61929,"year2017_2019",61533.6666666667
"Education, training, and library occupations","Male","Richmond County","year2018",56766,"year2017_2019",61533.6666666667
"Education, training, and library occupations","Male","Richmond County","year2019",65906,"year2017_2019",61533.6666666667
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2010",35569,"year2010_2013",36170.5
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2011",32840,"year2010_2013",36170.5
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2012",29458,"year2010_2013",36170.5
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2013",46815,"year2010_2013",36170.5
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2014",36098,"year2014_2016",34305.3333333333
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2015",35784,"year2014_2016",34305.3333333333
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2016",31034,"year2014_2016",34305.3333333333
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2017",40477,"year2017_2019",47480.3333333333
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2018",40793,"year2017_2019",47480.3333333333
"Arts, design, entertainment, sports, and media occupations","Male","Bronx County","year2019",61171,"year2017_2019",47480.3333333333
"Arts, design, entertainment, sports, and media occupations","Male","Kings County","year2010",41647,"year2010_2013",47813
"Arts, design, entertainment, sports, and media occupations","Male","Kings County","year2011",49141,"year2010_2013",47813
"Arts, design, entertainment, sports, and media occupations","Male","Kings County","year2012",51666,"year2010_2013",47813
"Arts, design, entertainment, sports, and media occupations","Male","Kings County","year2013",48798,"year2010_2013",47813
"Arts, design, entertainment, sports, and media occupations","Male","Kings County","year2014",51510,"year2014_2016",54386.3333333333
"Arts, design, entertainment, sports, and media occupations","Male","Kings County","year2015",60201,"year2014_2016",54386.3333333333
